id,app_id,title,price
1038,606,"Send 1,000 emails",$9.99/month
1039,607,,$39/month
1040,608,,$9.99/month
1041,609,Basic plan,$8/month
1042,610,Starter Plan,Free
1043,610,Basic Plan,$9.99/month
1044,610,Professional Plan,$19.99/month
1045,610,Advanced Plan,$49.99/month
1046,611,Standard Plan,$29/month
1047,611,Premium Plan,$59/month
1048,612,,$4.99/month
1049,613,,$4.99/month
1050,614,,Free
1051,615,Basic plan,$30/month
1052,615,Pro plan,$50/month
1053,616,Starter Plan,Free
1054,616,Growth Plan,$9.99/month
1055,616,Basic Plan,$19.99/month
1056,616,Profressional Plan,$49.99/month
1057,617,Complete,$19/month
1058,618,Starter,$19/month
1059,618,Essential,$39/month
1060,618,Pro,$79/month
1061,619,,Free
1062,620,Basic plan,$5/month
1063,620,Pro plan,$10/month
1064,621,,$3.99/month
1065,622,Basic,$4.99/month
1066,622,Standard,$19.99/month
1067,622,Pro,$39.99/month
1068,623,Standard,$10/month
1069,624,Starter Plan,$15/month
1070,624,PRO Plan,$30/month
1071,624,PRO+ Plan,$50/month
1072,625,,$2.99/month
1073,626,Tier 1,$19.99/month
1074,626,Tier 2,$49.99/month
1075,626,Tier 3,$99.99/month
1076,626,Tier 4+,$199.99/month
1077,627,Basic Plan,$599/month
1078,628,,Free to install
1079,629,,Free
1080,630,,$3.99/month
1081,631,Basic plan,$4/month
1082,631,Premium plan,$7/month
1083,632,,$59 one time charge
1084,633,STARTUP,$10/month
1085,633,STOREFRONT,$50/month
1086,633,BIG BRAND,$250/month
1087,634,,Free
1088,635,,$13.90/month
1089,636,Basic,Free
1090,636,Business,$19/month
1091,637,,$0.99/month
1092,638,,$12.99/month
1093,639,Entrepreneur,$50/month
1094,639,Starter,$150/month
1095,639,Small Business,$250/month
1096,639,Mid-Sized Business,$500/month
1097,640,,Free to install
1098,641,Basic,$1/month
1099,641,Extra,$5/month
1100,641,Extra Plus,$10/month
1101,642,,$6.99/month
1102,643,,$39.99/month
1103,644,Premium,$6.99/month
1104,644,Slidify,$9.99/month
1105,645,FREE Starter Plan,Free
1106,645,Basic Plan,$29.90/month
1107,645,Pro Plan,$79.90/month
1108,646,,Free to install
1109,647,,Free
1110,648,,Free to install
1111,649,,$6.99/month
1112,650,,$5/month
1113,651,,$4.99/month
1114,652,Starter Plan,Free
1115,652,Basic Plan,$9.99/month
1116,652,Professional Plan,$29.99/month
1117,653,,$10/month
1118,654,,$9/month
1119,655,,$9.99/month
1120,656,Basic,Free to install
1121,656,Advance,$5/month
1122,656,Proffesional,$7/month
1123,656,Enterprise,$10/month
1124,657,Free Basic Plan,Free
1125,657,Professional Plan,$15/month
1126,658,,$2.99/month
1127,659,,Free
1128,660,Starter,$10/month
1129,660,Small Business,$20/month
1130,660,Medium,$50/month
1131,660,Large,$100/month
1132,661,,Free
1133,662,,$14.99/month
1134,663,,Free to install
1135,664,Full Access Plan,$9.99/month
1136,665,FREE,Free
1137,665,Startup,$4.99/month
1138,665,Professional,$14.99/month
1139,665,Enterprise,$49.99/month
1140,666,Basic,$39/month
1141,666,Plus,$59/month
1142,666,Premium,$79/month
1143,667,,$18.95/month
1144,668,Micro,$19/month
1145,668,Pro,$29/month
1146,668,Premium,$59/month
1147,668,Premium +,$79/month
1148,669,,$3.99/month
1149,670,,Free
1150,671,,$9/month
1151,672,,Free
1152,673,,$2.99/month
1153,674,Starter Plan,$10/month
1154,674,Standard Plan,$20/month
1155,674,Professional Plan,$30/month
1156,675,Basic,Free
1157,675,Premium,$9.99/month
1158,676,Premium Plan,$19.99/month
1159,677,,Free
1160,678,,Free to install
1161,679,Basic Edition,$4.99/month
1162,679,Shopify Edition,$9.99/month
1163,679,Advanced Shopify,$14.99/month
1164,679,Enterprise Shopify,$19.99/month
1165,680,Basic,$9.99/month
1166,680,Advanced,$29.99/month
1167,680,Pro,$59.99/month
1168,680,Enterprise,$99.99/month
1169,681,,$5/month
1170,682,Shopify Lite,$19/month
1171,682,Shopify,$49/month
1172,682,Advance,$149/month
1173,682,Shopify Plus,$299/month
1174,683,Small,$5/month
1175,683,Medium,$10/month
1176,683,Large,$20/month
1177,684,,$10/month
1178,685,Free,Free
1179,685,Pro (recommended),$16.99/month
1180,685,Unlimited,$49.99/month
1181,686,,$1.99/month
1182,687,Free Plan,Free
1183,687,$10 per month,$10/month
1184,688,Free Plans.,Free
1185,688,6 - 50 Products,$2.99/month
1186,688,51-500 Products,$4.99/month
1187,688,501-1000 Products,$8.99/month
1188,689,Upto 25 Products,Free
1189,689,26-250 Products,$2.99/month
1190,689,251-1000 Products,$4.99/month
1191,689,1001-5000 Products,$8.99/month
1192,690,,$3.99/month
1193,691,Bronze Plan,$20/month
1194,691,Silver Plan,$50/month
1195,691,Gold Plan,$100/month
1196,692,Basic Plan,$3/month
1197,692,Advanced Plan,$10/month
1198,693,Core,$15/month
1199,693,Advanced,$25/month
1200,694,,Free to install
1201,695,Free,Free
1202,695,Basic,$12/month
1203,695,Premium,$39/month
1204,695,Platinum,$99/month
1205,696,Basic Plan,$5/month
1206,696,Professional Plan,$14.99/month
1207,696,Unlimited Plan,$19.99/month
1208,697,Pickup or Delivery,$29/month
1209,697,Pickup + Delivery,$35/month
1210,697,Everything,$49/month
1213,698,Ultimate Plan,$34.99/month
1214,699,Basic plan,$3/month
1215,700,,Free to install
1216,701,Standard,$19/month
1217,702,,$2.90/month
1218,703,Standard,Free
1219,703,Unlimited,$1.99/month
1220,703,Pro Plan,$4.99/month
1221,704,Ordoro Pro,$299/month
1222,705,,$3.99/month
1223,706,FREE PLAN,Free
1224,706,FULL PLAN,$6.99/month
1225,707,Basic,$20/month
1226,707,Advanced,$29/month
1227,708,Free,Free
1228,708,Basic - Premium,$19.99/month
1229,708,Higher Volume,$199.99/month
1230,709,,Free to install
1231,710,Founder,$39/month
1232,710,Lite,$99/month
1233,710,Small Business,$249/month
1234,710,Business,$699/month
1235,711,Basic,$14.99/month
1238,712,Standard,$20/month
1239,712,Premium,$40/month
1240,712,Yearly,$25/month
1241,713,Free,Free
1242,713,Basic Shopify,$10/month
1243,713,Advanced Shopify,$20/month
1244,713,Shopify Plus,$50/month
1245,714,,Free
1246,715,First,$59/month
1247,715,Premium,$99/month
1248,716,Basic,$19.99/month
1249,716,Professional,$29.99/month
1250,716,Enterprise,$38.99/month
1251,717,Free forever,Free
1252,717,Plug in SEO Plus,$20/month
1253,718,Basic,$14.99/month
1254,718,Professional,$29.99/month
1255,718,Advanced,$44.99/month
1256,718,Plus,$59.99/month
1257,719,Free,Free
1258,719,$5 Monthly,$5/month
1259,719,$10 Monthly,$10/month
1260,719,$20 Monthly,$20/month
1261,720,Premium,$13.99/month
1262,720,Gold,$29.99/month
1263,721,Base Plan,$199/month
1264,722,,Free to install
1265,723,,Free to install
1266,724,Free,Free
1267,724,Starter,$4.99/month
1268,724,Pro,$11.99/month
1269,724,Business,$49.99/month
1270,725,,Free
1271,726,Tier 1,$24/month
1272,726,Tier 2,$49/month
1273,726,Tier 3,$69/month
1274,726,Tier 4,$89/month
1275,727,Basic Plan,$4.99/month
1276,728,Startup,$9.95/month
1277,728,Growth,$29.99/month
1278,728,Standard,$59.99/month
1279,729,Basic plan,$12.99/month
1280,730,Small,$29/month
1281,730,Medium,$49/month
1282,730,Large,$99/month
1283,730,Extra large,$159/month
1284,731,Starter,$79/month
1285,731,Premium,$199/month
1286,732,Basic,$9.95/month
1287,732,Pro,$39.95/month
1288,732,Plus,$99.95/month
1289,733,,$10/month
1290,734,Basic,$9.99/month
1291,734,Pro,$29/month
1292,734,Premium,$59/month
1293,734,Plus,$99/month
1294,735,,Free
1295,736,,$3/month
1296,737,Free,Free
1297,737,Pro,$5/month
1298,737,Premium,$19/month
1299,737,Enterprise,$120/month
1300,738,,Free
1301,739,,Free to install
1302,740,PLUS,$3.99/month
1303,740,PRO,$4.99/month
1304,740,VIP,$5.99/month
1305,740,ULTRA,$6.99/month
1306,741,,Free
1307,742,Hobby,$14.99/month
1308,742,Professional,$29.99/month
1309,742,Business,$59.99/month
1310,743,Professional,$89/month
1311,744,,$19.99/month
1312,745,Basic Plan,Free
1313,745,Premium Plan,$1.99/month
1314,746,Starter,$29/month
1315,746,Basic,$49/month
1316,746,Plus,$99/month
1317,746,Pro,$199/month
1318,747,,$2.99/month
1319,748,,$4.99/month
1320,749,Basic,Free
1321,749,Premium,$19.99/month
1322,749,Custom Services,$299/month
1323,750,Basic plan,$39/month
1324,750,Standard plan,$99/month
1325,750,Pro plan,$199/month
1326,751,Basic,Free
1327,751,Premium,$5/month
1328,751,Enterprise,$15/month
1329,752,Small Plan,$29/month
1330,752,Medium Plan,$59/month
1331,752,Large Plan,$79/month
1332,752,Something bigger?,$99/month
1333,753,Free Plan,Free
1334,753,Monthly Plan,$25/month
1335,754,Starter,Free
1336,754,Silver,$9/month
1337,754,Gold,$19/month
1338,754,Platinum,$49/month
1339,755,,Free to install
1340,756,,Free
1341,757,Free,Free
1342,757,Starter plan,$5/month
1343,757,Lite plan,$10/month
1344,757,Startup plan,$20/month
1345,758,,$5/month
1346,759,Basic Plan,$2.99/month
1347,760,Starter,Free
1348,760,Silver,$12/month
1349,761,,Free
1350,762,,$1.90/month
1351,763,,Free to install
1352,764,Free,Free
1353,764,Starter,$4.99/month
1354,764,Pro,$11.99/month
1355,764,Business,$49.99/month
1356,765,Bronze,Free
1357,765,Silver,$5/month
1358,765,Gold,$10/month
1359,765,Platinum,$15/month
1360,766,,Free to install
1361,767,Lite,$19/month
1362,767,Pro,$49/month
1363,768,,Free
1364,769,,Free
1365,770,,Free
1366,771,,Free to install
1367,772,Starter,$9.99/month
1368,772,Starter Plus,$14.99/month
1369,772,Moderate,$19.99/month
1370,772,Unlimited,$29.99/month
1371,773,Business Plan,$39/month
1372,773,Plus Plan,$99/month
1373,773,Annual Business,$29.17/month
1374,773,Annual Plus,$74.17/month
1375,774,,Free to install
1376,775,,$4.99/month
1377,776,Basic,$67/month
1378,776,Plus,$97/month
1379,777,Starter Plan,$14.99/month
1380,777,Premium Plan,$79.99/month
1381,778,,Free
1382,779,,Free to install
1383,780,,$29/month
1384,781,Starter,$9.99/month
1385,781,Plus,$19.99/month
1386,781,Premium,$39.99/month
1387,781,Pro,$59.99/month
1388,782,Standard Plan,$45/month
1389,782,Professional Plan,$90/month
1390,782,Premium Plan,$160/month
1391,783,Basic Plan,$5.99/month
1392,783,Advanced Plan,$12.99/month
1393,784,Standard,$49/month
1394,785,,Free
1395,786,PREMIUM INVOICES,$24.95/month
1396,787,Basic Stores,$4.95/month
1397,787,Standard Stores,$19/month
1398,787,Advanced Stores,$29/month
1399,787,Plus Stores,$49/month
1400,788,Free,Free
1401,788,Basic,$20/month
1402,788,Advance,$16.58/month
1403,789,Free,Free
1404,789,Basic,$1.99/month
1405,789,Professional,$9.99/month
1406,789,Enterprise,$19.99/month
1407,790,Basic Plan,$19.99/month
1408,790,Advanced Plan,$29.99/month
1409,790,Professional Plan,$49.99/month
1410,791,,Free
1411,792,,$6.90/month
1412,793,Starter,$5.99/month
1413,793,Platinum,$19.99/month
1414,793,Silver,$39.99/month
1415,793,Gold,$79.99/month
1416,794,,$4.99/month
1417,795,Basic,$10/month
1418,795,Premium,$16/month
1419,795,Unlimited,$30/month
1420,796,Forever Free,Free
1421,796,Analytics Ninja,$5/month
1422,797,Shopify Starter,Free
1423,797,Standard,$50/month
1424,798,Fee starts at,$19/month
1425,798,Ad Spend-based,Free to install
1426,799,,$3/month
1427,800,,$4.99/month
1428,801,Pro,$29/month
1429,801,Business,$49/month
1430,801,Advanced,$99/month
1431,801,Enterprise,$199/month
1432,802,,Free
1433,803,Basic Plan,Free
1434,803,Pro Plan,$39/month
1435,804,,$2.99/month
1436,805,Single Store,$349/month
1437,805,Multi Store,$749/month
1438,806,,Free to install
1439,807,Basic,Free
1440,807,Starter,$12/month
1441,807,Growth,$24/month
1442,807,Pro,$48/month
1443,808,,Free
1444,809,Free,Free
1445,809,Starter,$9.99/month
1446,809,Pro,$29.99/month
1447,809,Premium,$59.99/month
1448,810,Starter,$5.99/month
1449,810,Basic,$9.99/month
1450,810,Advanced,$19.99/month
1451,810,Professional,$29.99/month
1452,811,Regular,$12/month
1453,812,Lite,$9/month
1454,812,Standard,$29/month
1455,812,Pro,$59/month
1456,812,Unlimited,$99/month
1457,813,,Free
1458,814,Premium,$499/month
1459,814,Professional,$799/month
1460,814,Enterprise,"$1,199/month"
1461,815,Free,Free
1462,815,Starter,$4.99/month
1463,815,Pro,$11.99/month
1464,815,Business,$49.99/month
1465,816,,Free to install
1466,817,Free,Free
1467,817,Hobbyist,$50/month
1468,817,Small Business,$150/month
1469,817,Advanced,$250/month
1470,818,Basic,$29.99/month
1471,818,Standard,$44.99/month
1472,818,Business,$89.99/month
1473,819,Basic Plan,$20/month
1474,819,Multi-Store Plan,$75/month
1475,820,,Free to install
1476,821,,Free
1477,822,,Free
1478,823,Basic Shopify,$19.90/month
1479,823,Shopify,$39.90/month
1480,823,Advanced Shopify,$149.90/month
1481,823,Shopify Plus,$299.90/month
1482,824,Basic,$4/month
1483,824,Professional,$8/month
1484,824,Business,$12/month
1485,824,Unlimited,$16/month
1486,825,Growth,$79/month
1487,825,Premium,$149/month
1488,825,Ultimate,$249/month
1489,825,Enterprise,$399/month
1490,826,,Free
1491,827,,Free to install
1492,828,,$14/month
1493,829,Free Plan,Free
1494,829,Starter,$9.99/month
1495,829,Express,$19.99/month
1496,829,Platinum,$49.99/month
1497,830,Super Awesome Plan,$9.99/month
1498,831,Starter,$4.99/month
1499,831,Pro,$11.99/month
1500,831,Business,$49.99/month
1501,831,Free,Free
1502,832,,Free to install
1503,833,,$1.99/month
1504,834,,Free
1505,835,Free,Free
1506,835,Starter,$3.99/month
1507,835,Pro,$10.99/month
1508,835,Business,$49.99/month
1509,836,Free,Free
1510,836,Starter,$4.99/month
1511,836,Pro,$11.99/month
1512,836,Business,$49.99/month
1513,837,Free,Free to install
1514,837,Growth,$9/month
1515,837,Pro,$39/month
1516,837,Plus/Enterprise,$99/month
1517,838,STARTER,Free
1518,838,GROWTH,$29.99/month
1519,838,BUSINESS,$69.99/month
1520,838,PREMIUM,$149.99/month
1521,839,Pay As You Go,Free to install
1522,839,Professional,$59/month
1523,840,,Free
1524,841,Basic,$5.95/month
1525,841,Pro,$9.95/month
1526,841,Ultimate,$12.95/month
1527,842,,Free
1528,843,Free,Free
1529,843,Premium,$4.99/month
1530,843,Pro,$11.99/month
1531,843,Business,$49.99/month
1532,844,Super Awesome Plan,$4.99/month
1533,845,Free,Free
1534,845,Starter,$4.99/month
1535,845,Pro,$11.99/month
1536,845,Business,$49.99/month
1537,846,Recommendation+,$19.95/month
1538,847,Free Plan,Free
1539,847,Professional Plan,$9.99/month
1540,848,Lite,$9.99/month
1541,848,Basic,$14.99/month
1542,848,Pro,$19.99/month
1543,849,Free Plan,Free
1544,849,Starter,$9.99/month
1545,849,Express,$19.99/month
1546,849,Platinum,$49.99/month
1547,850,Free Account,Free
1548,850,Inventory Sync,$50/month
1549,850,Full Sync,$150/month
1550,851,,Free
1551,852,Free,Free
1552,852,,$4.99/month
1553,853,,$2.99/month
1554,854,Lite,Free
1555,854,Standard,$4/month
1556,855,ShopRep Basic,$3/month
1557,856,,$7.50/month
1558,857,All Access Plan,$9.99/month
1559,858,,Free to install
1560,859,Forever free,Free
1561,859,Growth,$29/month
1562,860,,$30/month
1563,861,,$8/month
1564,862,Free,Free
1565,862,Starter,$4.99/month
1566,862,Pro,$11.99/month
1567,862,Business,$49.99/month
1568,863,Free,Free
1569,863,Starter,$4.99/month
1570,863,Pro,$11.99/month
1571,863,Business,$49.99/month
1572,864,Unlimited,$30/month
1573,865,Starter,$9.90/month
1574,865,Established,$19.90/month
1575,865,High volume,$29.90/month
1576,865,Developer,Free
1577,866,Small plan,$99/month
1578,866,Medium plan,$199/month
1579,866,Large plan,$299/month
1580,867,Pro 100,$49/month
1581,867,Pro 500,$149/month
1582,867,Pro 2K,$249/month
1583,867,Pro 10K,$399/month
1584,868,Starter Plan,$29/month
1585,868,Growing Plan,$49/month
1586,868,Standard Plan,$79/month
1587,868,Pro Plan,$99/month
1588,869,,Free to install
1589,870,Free,Free
1590,870,Essential,$29/month
1591,870,Growth,$79/month
1592,870,Premium,$199/month
1593,871,Basic Plan,$15/month
1594,871,Shopify PLUS,$30/month
1595,872,$15 / register,$15/month
1596,873,Basic Plan,$10/month
1597,874,,Free
1598,875,,Free to install
1599,876,Free,Free
1600,876,Basic,$50/month
1601,876,Advanced,$30/month
1602,877,,$3/month
1603,878,Starter,$10/month
1604,878,Basic,$20/month
1605,878,Premium,$35/month
1606,879,Basic,$19.99/month
1607,879,Standard,$39.99/month
1608,879,Business,$59.99/month
1609,880,Startup,Free
1610,880,Bootstrap,$9/month
1611,880,Growth,$29/month
1612,880,Pro,$49/month
1613,881,,Free to install
1614,882,Basic Plan,$9/month
1615,882,Pro Plan,$209/month
1616,883,Free Trial & Usage,Free
1617,883,Pay-As-You-Go,$0.99/month
1618,883,Monthly Unlimited,$14.99/month
1619,883,Lifetime Unlimited,$1.67/month
1620,884,Free,Free
1621,884,Basic,$40/month
1622,884,3 Month Plan,$30/month
1623,884,Advanced,$20/month
1624,885,,Free to install
1625,886,Lite Plan,$9.95/month
1626,886,Basic Plan,$19.95/month
1627,886,Standard Plan,$29.95/month
1628,886,Professional Plan,$49.95/month
1629,887,Essential,$25/month
1630,887,Studio,$50/month
1631,888,Free,Free
1632,888,Standard,$40/month
1633,888,Advance,$30/month
1634,889,All In One Plan,$3/month
1635,890,,Free to install
1636,891,Free,Free
1637,891,Short,$25/month
1638,891,Tall,$45/month
1639,891,Grande,$65/month
1640,892,,Free to install
1641,893,Micro,$9.99/month
1642,893,Small,$14.99/month
1643,893,Medium,$24.99/month
1644,894,Gratuito,Free
1646,894,Avan?§ado,$9.98/month
1648,895,Free,Free
1649,895,Basic,$40/month
1650,895,Advanced,$25/month
1651,896,Enquire Basic,$9.99/month
1652,896,Enquire Pro,$19.99/month
1653,897,,Free to install
1654,898,,$18/month
1655,899,Basic Plan,$29/month
1656,899,Advanced Plan,$99/month
1657,899,Enterprise Plan,"$1,999/month"
1658,900,Starter,$4.99/month
1659,900,Pro,$11.99/month
1660,900,Business,$49.99/month
1661,900,Free,Free
1662,901,Free plan,Free to install
1663,901,Starter plan,$9.95/month
1664,901,Pro Plan,$29.95/month
1665,901,Business Plan,$99.95/month
1666,902,Free,Free
1667,902,Starter,$3.99/month
1668,902,Pro,$10.99/month
1669,902,Business,$49.99/month
1670,903,Free,Free
1671,903,Starter,$24/month
1672,903,Essential,$49/month
1673,904,,Free to install
1674,905,,Free
1675,906,,$5/month
1676,907,Start out for Free,Free
1677,907,Base plan starts @,$29/month
1678,908,,Free to install
1679,909,Starter,$49.95/month
1680,909,Growth,$99.95/month
1681,909,Elite,$199.95/month
1682,909,Enterprise,$349.95/month
1683,910,,Free to install
1684,911,,$9.99/month
1685,912,Basic,$4.99/month
1686,912,Standard,$14.99/month
1687,912,Top,$34.99/month
1688,913,,$3/month
1689,914,,$3.99/month
1690,915,,$2.99/month
1691,916,Starter Plan,$4/month
1692,916,Standard Plan,$10/month
1693,916,Professional Plan,$30/month
1694,917,,$4.99/month
1695,918,,$2.50/month
1696,919,,Free
1697,920,,$19 one time charge
1698,921,,Free to install
1699,922,Basic plan,Free
1700,922,Business plan,$19/month
1701,922,Professional plan,$49/month
1702,923,,Free
1703,924,Starting Up!,$5/month
1704,924,Growing!,$10/month
1705,924,Awesome!,$20/month
1706,925,Sale Offer Plan,$2.49/month
1707,925,Premium Plan,$2.99/month
1708,926,,Free
1709,927,Standard Plan,$25/month
1710,927,Advanced Plan,$125/month
1711,927,Ultimate Plan,$300/month
1712,928,Essential Plan,$25/month
1713,928,Advanced Plan,$75/month
1714,928,Basic,Free
1715,929,Pro,$49/month
1716,929,Plus,$99/month
1717,929,Enterprise,$299/month
1718,930,,$5/month
1719,931,,$9/month
1720,932,Basic,$6.99/month
1721,932,Pro,$9.99/month
1722,933,,Free to install
1723,934,,Free
1724,935,Basic,$7.49/month
1725,935,Professional,$14.49/month
1726,935,Advanced,$24.49/month
1727,935,Plus,$39.49/month
1728,936,Micro,Free
1729,936,Growth,$199/month
1730,936,Premium,$499/month
1731,936,Premium+,$799/month
1732,937,,Free
1733,937,,$3.99/month
1734,938,,$99/month
1735,939,,Free to install
1736,940,,Free to install
1737,941,,$2/month
1738,942,Pro,$20/month
1739,943,Lite,Free
1740,943,Basic,$3/month
1741,943,"Shopify, Advanced",$7/month
1742,943,"Enterprise, Plus",$19/month
1743,944,,$4/month
1744,945,,$9.99/month
1745,946,,$10/month
1746,947,,$4.99/month
1747,948,Shopify Special,$25/month
1748,949,,Free
1749,950,,Free to install
1750,951,Free plan,Free
1751,951,Basic plan,$99/month
1752,951,Growth plan,$399/month
1753,952,,$55/month
1754,953,Tapcart,$99/month
1755,953,Tapcart Plus,$199/month
1756,954,Free Plan,Free
1757,954,Advanced Plan,$13.95/month
1758,955,,$39.99 one time charge
1759,956,,$3/month
1760,957,,$9.90/month
1761,958,,$9.99/month
1762,959,FREE,Free
1763,959,AWESOME,$4.99/month
1764,960,,Free
1765,961,,$4.99/month
1766,962,,Free
1767,963,100 SKUs or less,$10/month
1768,963,Up to 500 SKUs,$20/month
1769,963,"Up to 1,000 SKUs",$30/month
1770,963,"Up to 3,000 SKUs",$60/month
1771,964,,$10/month
1772,965,Standard Plan,$2.99/month
1773,966,,Free
1774,967,,Free
1775,967,,$9/month
1776,968,,Free
1777,969,FREE VERSION,Free
1778,969,PRO VERSION,$1/month
1779,970,Starter,$2.99/month
1780,970,Basic,$3.99/month
1781,970,Full,$9.99/month
1782,971,,Free
1783,972,Basic,$4.99/month
1784,972,Full,$9.99/month
1785,973,,$10/month
1786,974,,$5/month
1787,975,Basic,$9/month
1788,975,Professional,$15/month
1789,975,Unlimited,$25/month
1790,976,Google Actions,Free
1791,976,Startup,$39/month
1792,976,Business,$199/month
1793,976,Enterprise,$499/month
1794,977,,$5.99/month
1795,978,,$19.99/month
1796,979,,$20/month
1797,980,Pro Plan,$10.99/month
1798,980,Premium Plan,$39.99/month
1799,980,Plus Plan,$59.99/month
1800,980,Enterprise Plan,$79.99/month
1801,981,,$19.95/month
1802,982,Basic plan,$5/month
1803,982,Pro plan,$10/month
1804,983,,Free
1805,984,Incubator,$99/month
1806,984,Growth,$850/month
1807,984,Plus,"$1,500/month"
1808,984,Premium,"$3,000/month"
1809,985,,Free
1810,986,Basic Plan,Free to install
1811,986,Pro Plan,$19.99/month
1812,987,,$29.99/month
1813,988,ESSENTIAL,$9.99/month
1814,988,EFFICIENT,$29.99/month
1815,988,PRIME,$69.99/month
1816,989,Free,Free
1817,989,Premium Plan,$9.99/month
1818,989,Professional Plan,$14.99/month
1819,989,Unlimited Plan,$19.99/month
1820,990,Up to 5k customers,$10/month
1821,990,20k customers,$25/month
1822,990,50k customers,$40/month
1823,991,50 Leads,Free
1824,991,200 Leads,$10/month
1825,991,500 Leads,$20/month
1826,991,1000 Leads,$29/month
1827,992,Basic,Free
1828,992,Pro,$9/month
1829,993,Plan $4.99,$4.99/month
1830,993,Plan $6.99,$6.99/month
1831,993,Plan $9.99,$9.99/month
1832,993,Plan $14.99,$14.99/month
1833,994,,Free to install
1834,995,STARTER,$30/month
1835,995,MEDIUM,$200/month
1836,996,,$9.99/month
1837,997,Related Products,$19.95/month
1838,998,,$4.99/month
1839,999,Free-Forever,Free
1840,999,Premium Plan,$29/month
1841,1000,,$6.99/month
1842,1001,,$14.99/month
1843,1002,,$10/month
1844,1003,Plan $6.00,$6/month
1845,1003,Plan $11.00,$11/month
1846,1003,Plan $14.75,$14.75/month
1847,1003,Plan $36.00,$36/month
1848,1004,,$4.99 one time charge
1849,1005,,Free
1850,1006,,$60/month
1851,1007,Free Plan,Free
1852,1007,Premium plan,$4.99/month
1853,1007,Professional plan,$9.99/month
1854,1007,Unlimited plan,$14.99/month
1855,1008,Basic Plan,$24/month
1856,1008,Unlimited Plan,$49/month
1857,1009,Basic plan,$4.99/month
1858,1009,Professional plan,$9.99/month
1859,1009,Enterprise plan,$29.99/month
1860,1010,,$4.99/month
1861,1011,,Free
1862,1012,,$19.99/month
1863,1013,Trial/Partner Plan,Free
1864,1013,Standard Plan,$14.99/month
1865,1013,Pro Plan,$24.99/month
1866,1013,Plus Plan,$49.99/month
1867,1014,Basic,Free
1868,1014,Premium,$5.99/month
1869,1015,Basic,$19.99/month
1870,1015,Premium,$29.99/month
1871,1016,,$25/month
1872,1017,,Free to install
1873,1018,Basic,$14/month
1874,1018,Advanced,$24/month
1875,1018,Pro,$49/month
1876,1019,Basic Plan,$10/month
1877,1019,Executive,$30/month
1878,1019,Pro,$45/month
1879,1020,Basic Plan,$10/month
1880,1021,1 store (Basic),Free
1881,1021,1-50 stores,$9.99/month
1882,1021,51-500 stores,$19.99/month
1883,1021,501-2000 stores,$39.99/month
1884,1022,,Free
1885,1023,Bronze,Free
1886,1023,Silver,$6.99/month
1887,1023,Gold,$11.99/month
1888,1023,Platinum,$14.99/month
1889,1024,Basic,$20/month
1890,1024,Standard,$30/month
1891,1024,Premium,$53/month
1892,1024,Enterprise,$83/month
1893,1025,Starter Plan,$2.99/month
1894,1025,Basic Plan,$4.99/month
1895,1025,Professional Plan,$7.99/month
1896,1025,Unlimited/Shopify,$9.99/month
1897,1026,,Free to install
1898,1027,Shopify shops,$14/month
1899,1027,Shopify Plus,$24/month
1900,1027,Shopify Plus,$99/month
1901,1027,Shopify Plus,$199/month
1902,1028,,Free to install
1903,1029,,$7.99/month
1904,1030,,Free
1905,1031,,$10/month
1906,1032,Basic,$8/month
1907,1032,Pro,$15/month
1908,1032,Unlimited,$30/month
1909,1033,1500 shipments,$31/month
1910,1033,3000 shipments,$57/month
1911,1033,6000 shipments,$100/month
1912,1033,"12,000 Shipments",$191/month
1913,1034,,$12.90/month
1914,1035,,$9/month
1915,1036,Unlimited plan,$6.95/month
1916,1037,Free,Free
1917,1037,Supporter,$1/month
1918,1037,Enterprise,$295/month
1919,1038,,Free
1920,1039,,$35/month
1921,1040,Free Attribution,Free
1922,1040,Basic Attribution,$39/month
1923,1041,,Free to install
1924,1042,Basic plan,Free
1925,1042,Premium plan,$19/month
1926,1043,Starter,$12.49/month
1927,1043,Small Business,$29.99/month
1928,1043,Pro,$119.99/month
1929,1043,Premium,$399.99/month
1930,1044,,Free to install
1931,1045,0-1000 comb*,$9.99/month
1932,1045,1000-5000 comb*,$26.65/month
1933,1045,5000-10000 comb*,$43.31/month
1934,1045,10000-15000 comb*,$59.97/month
1935,1046,,Free to install
1936,1047,,Free to install
1937,1048,Small Business,Free to install
1938,1048,Mid-Market,"$1,000/month"
1939,1049,,Free
1940,1050,Basic,$19.99/month
1941,1050,Professional,$29.99/month
1942,1050,Advanced,$44.99/month
1943,1050,Plus,$89.99/month
1944,1051,,$1.99/month
1945,1052,,Free to install
1946,1053,,Free
1947,1054,,Free to install
1948,1055,,Free
1949,1056,,Free
1950,1057,Starter,$4.99/month
1951,1057,Pro,$11.99/month
1952,1057,Business,$49.99/month
1953,1057,Free,Free
1954,1058,,Free
1955,1059,,$4.99/month
1956,1060,,Free
1957,1061,Basic,Free
1958,1061,Premium,$4.99/month
1959,1062,Startup,$14.99/month
1960,1062,Growth,$34.99/month
1961,1062,Professional,$54.99/month
1962,1062,Enterprise,$79.99/month
1963,1063,Basic,$19.99/month
1964,1063,Professional,$29.99/month
1965,1063,Advanced,$44.99/month
1966,1063,Plus,$89.99/month
1967,1064,Starter Plan,$12/month
1968,1064,Pro,$40/month
1969,1064,Plus,$100/month
