app_id,category_id
2163,8
2163,1
2164,6
2165,3
2165,2
2165,9
2166,6
2167,3
2168,1
2168,2
2169,1
2170,3
2171,2
2172,5
2173,2
2174,9
2175,6
2176,6
2177,3
2178,5
2179,3
2180,3
2181,1
2181,2
2182,8
2182,9
2183,1
2183,3
2184,3
2184,2
2185,9
2186,1
2186,3
2186,5
2187,3
2187,2
2188,1
2188,3
2189,2
2189,5
2190,3
2191,5
2192,6
2193,8
2193,12
2193,2
2194,1
2194,2
2195,1
2196,9
2196,10
2197,1
2198,8
2198,6
2199,3
2200,1
2201,6
2201,5
2202,8
2203,1
2204,1
2205,1
2205,11
2205,4
2206,1
2206,2
2207,3
2208,5
2209,1
2210,1
2211,5
2212,6
2212,9
2213,6
2214,1
2215,2
2216,1
2216,3
2216,2
2217,9
2218,3
2218,2
2219,2
2220,9
2221,1
2222,8
2222,9
2223,6
2223,9
2223,4
2224,1
2224,2
2225,1
2226,12
2226,3
2226,2
2227,1
2228,1
2228,2
2229,1
2230,3
2230,2
2231,1
2232,2
2233,1
2234,1
2234,5
2235,1
2235,2
2236,1
2236,2
2237,1
2238,1
2238,3
2238,2
2239,1
2239,2
2240,1
2240,2
2241,2
2242,8
2243,6
2243,5
2244,1
2245,2
2245,5
2246,3
2247,1
2248,1
2249,1
2250,11
2251,1
2251,3
2252,1
2253,3
2253,5
2253,10
2254,1
2255,2
2256,1
2257,3
2258,3
2258,2
2258,5
2259,3
2260,1
2260,3
2260,2
2261,2
2262,5
2263,1
2263,3
2263,10
2264,8
2265,1
2265,2
2266,6
2267,1
2267,2
2268,1
2269,1
2270,1
2270,2
2271,1
2271,2
2272,1
2272,3
2273,9
2273,4
2274,1
2275,8
2276,3
2276,2
2277,3
2277,2
2278,1
2278,3
2278,2
2279,1
2279,3
2280,12
2280,6
2280,9
2281,1
2282,2
2283,1
2283,2
2284,8
2284,1
2285,6
2286,8
2287,3
2287,2
2288,2
2289,1
2290,1
2291,1
2292,1
2292,3
2292,10
2293,1
2293,2
2293,9
2294,1
2295,12
2295,6
2295,9
2296,8
2296,6
2297,2
2297,10
2298,1
2298,3
2298,2
2298,4
2299,1
2300,1
2300,3
2301,2
2302,1
2303,6
2304,1
2305,3
2306,3
2306,2
2307,1
2307,3
2308,6
2309,8
2310,1
2311,1
2311,2
2312,3
2313,1
2314,2
2315,11
2315,10
2316,1
2316,2
2317,12
2317,6
2317,9
2318,6
2318,5
2319,1
2319,3
2320,1
2320,3
2321,5
2321,10
2322,1
2322,2
2323,2
2323,5
2323,10
2324,4
2325,8
2326,3
2327,1
2327,2
2328,1
2328,3
2329,1
2330,6
2330,5
2331,1
2332,2
2333,1
2334,9
2335,6
2336,3
2337,12
2337,1
2337,6
2338,2
2338,9
2339,1
2340,3
2340,2
2341,5
2342,6
2342,9
2342,10
2343,1
2343,3
2344,8
2345,6
2345,9
2346,1
2347,6
2347,5
2348,1
2349,9
2350,1
2350,6
2350,5
2351,2
2352,1
2352,2
2353,4
2354,2
2355,4
2356,1
2356,2
2357,1
2358,1
2358,2
2359,1
2359,3
2360,8
2361,2
2362,6
2362,9
2363,2
2364,6
2364,9
2365,1
2366,1
2366,6
2367,3
2367,4
2368,8
2368,12
2368,9
2369,1
2370,1
2370,3
2370,2
2371,2
2372,3
2372,2
2373,1
2373,3
2374,3
2374,2
2374,10
2375,1
2376,3
2377,1
2378,1
2378,3
2378,2
2379,4
2379,10
2380,2
2380,9
2381,1
2382,1
2383,8
2384,6
2385,1
2385,2
2385,10
2386,6
2386,4
2386,10
2387,1
2387,3
2388,1
2388,2
2389,6
2390,1
2390,2
2390,7
2391,6
2392,3
2393,6
2393,11
2394,3
2394,2
2394,9
2395,1
2396,3
2396,2
2397,2
2397,9
2398,3
2399,6
2400,1
2400,2
2401,1
2401,7
2402,1
2402,3
2402,2
2403,6
2404,6
2404,5
2405,8
2406,1
2406,2
2407,3
2408,1
2408,6
2409,1
2409,2
2410,3
2410,10
2411,1
2412,3
2412,5
2412,10
2413,3
2414,1
2414,3
2414,2
2415,6
2415,9
2416,6
2416,5
2417,3
2417,2
2417,11
2417,10
2418,3
2418,2
2419,3
2420,1
2420,6
2421,6
2421,10
2422,11
2423,6
2423,5
2424,1
2424,3
2425,1
2425,2
2426,8
2426,9
2427,6
2428,6
2428,11
2429,9
2429,4
2430,2
2430,6
2431,1
2431,3
2432,3
2432,2
2433,1
2433,2
2434,2
2435,3
2436,1
2436,4
2437,4
2438,2
2438,10
2439,3
2440,11
2440,10
2441,1
2442,3
2442,2
2443,1
2443,2
2444,3
2445,1
2445,3
2445,2
2446,1
2446,2
2447,2
2448,2
2448,10
2449,3
2450,11
2450,10
2451,1
2452,1
2453,1
2454,3
2454,2
2455,1
2455,3
2456,6
2457,1
2458,3
2458,2
2459,6
2459,9
2459,10
2460,6
2461,4
2462,9
2463,1
2464,1
2464,3
2465,3
2465,2
2466,8
2467,1
2468,6
2469,5
2470,3
2470,2
2471,8
2472,1
2472,5
2473,11
2473,10
2474,1
2474,10
2475,12
2476,8
2476,1
2477,1
2477,2
2478,8
2478,6
2478,9
2479,2
2479,10
2480,6
2481,1
2482,1
2483,1
2483,3
2483,2
2484,1
2484,3
2485,2
2485,10
2486,3
2487,1
2487,5
2488,3
2488,2
2489,1
2489,3
2489,2
2490,3
2490,2
2491,3
2491,2
2492,1
2492,2
2493,1
2494,1
2494,6
2494,5
2495,6
2495,5
2496,1
2496,3
2496,2
2497,9
2497,4
2498,1
2499,1
2499,3
2499,2
2500,1
2500,3
2500,2
2501,2
2501,10
2502,2
2502,5
2503,6
2503,9
2503,10
2504,3
2505,5
2506,1
2506,7
2507,7
2508,3
2508,6
2508,5
2509,1
2509,6
2510,1
2510,3
2511,1
2512,1
2512,3
2513,3
2514,1
2514,6
2515,8
2516,8
2517,1
2517,2
2518,1
2518,2
2519,6
2520,1
2520,3
2520,2
2521,1
2522,6
2522,9
2522,11
2523,2
2524,10
2525,3
2525,2
2526,1
2527,6
2528,2
2529,1
2529,2
2530,1
2531,2
2532,1
2532,2
2533,1
2533,3
2533,6
2534,2
2535,9
2535,4
2536,1
2537,3
2538,1
2538,7
2539,9
2540,12
2540,9
2541,9
2542,6
2542,5
2543,3
2543,2
2544,3
2545,3
2545,2
2546,3
2546,2
2546,10
2547,1
2547,2
2548,3
2549,1
2549,4
2550,2
2551,1
2551,2
2552,1
2552,2
2553,1
2553,6
2554,3
2555,2
2556,1
2556,3
2557,7
2558,9
2558,5
2559,1
2559,2
2559,5
2560,3
2560,2
2560,10
2561,1
2561,3
2562,1
2562,3
2562,2
2563,1
2564,5
2565,2
2566,3
2566,2
2566,10
2567,12
2567,6
2567,9
2568,1
2568,4
2569,1
2569,3
2569,2
2570,2
2570,10
2571,1
2572,7
2573,1
2573,5
2573,10
2574,6
2575,2
2576,8
2577,1
2577,2
2578,1
2578,7
2579,2
2580,1
2580,6
2581,6
2581,5
2581,4
2582,3
2583,1
2584,3
2585,3
2585,2
2585,9
2586,1
2586,2
2587,1
2588,1
2589,1
2589,2
2590,6
2590,11
2591,8
2591,9
2592,6
2593,3
2593,2
2594,3
2595,2
2596,12
2597,1
2597,3
2597,2
2598,4
2599,1
2599,5
2600,2
2601,3
2601,11
2601,10
2602,1
2602,3
2603,6
2604,2
2604,6
2605,1
2606,1
2607,3
2607,5
2608,1
2608,2
2609,1
2609,5
2610,2
2610,9
2611,6
2612,6
2612,5
2612,10
2613,2
2614,2
2615,3
2616,3
2616,5
2617,3
2618,8
2619,3
2619,10
2620,9
2621,8
2622,1
2623,2
2624,1
2624,4
2625,1
2626,2
2627,4
2628,8
2628,6
2629,6
2629,9
2629,11
2629,10
2630,5
2631,12
2631,2
2632,1
2633,6
2634,9
2634,5
2634,4
2635,6
2635,4
2636,12
2636,6
2636,9
2637,3
2638,1
2639,2
2640,3
2640,2
2640,6
2641,1
2641,5
2642,3
2643,1
2643,3
2644,3
2645,2
2646,1
2646,3
2647,1
2648,6
2649,1
2650,2
2650,9
2651,5
2652,2
2652,10
2653,1
2653,2
2654,1
2654,2
2655,2
2656,1
2656,3
2657,1
2658,1
2658,7
2659,1
2659,5
2660,5
2661,1
2662,3
2662,2
2663,6
2664,1
2665,3
2666,1
2667,1
2668,1
2669,2
2670,6
2671,2
2672,2
2673,1
2673,2
2674,10
2675,1
2676,2
2677,1
2677,5
2678,1
2678,3
2679,1
2680,1
2681,6
2682,1
2683,1
2683,3
2684,1
2684,5
2685,1
2686,1
2686,2
2687,2
2687,10
2688,4
2689,6
2690,6
2691,11
2692,4
2693,1
2693,2
2694,1
2694,3
2694,2
2695,1
2696,6
2697,1
2698,2
2699,11
2699,10
2700,1
2701,1
2702,1
2702,5
2703,1
2703,3
2703,2
2704,2
2705,6
2705,10
2706,8
2706,9
2707,12
2707,6
2708,1
2708,7
2709,6
2709,4
2710,8
2711,2
2711,10
2712,12
2712,3
2713,1
2713,3
2714,1
2715,1
2715,6
2716,2
2717,1
2717,2
2718,3
2719,6
2719,5
2720,3
2721,1
2721,6
2722,11
2722,10
2723,1
2724,2
2725,2
2725,5
2726,1
2727,1
2728,1
2729,2
2729,5
2730,1
2731,1
2731,2
2732,1
2733,1
2733,4
2734,1
2735,1
2735,3
2735,2
2736,2
2737,1
2737,3
2738,3
2738,2
2739,5
2740,3
2741,3
2741,2
2741,4
2742,1
2743,8
2743,12
2744,1
2744,3
2744,2
2745,1
2746,1
2747,1
2748,3
2749,8
2750,1
2751,11
2751,10
2752,6
2753,3
2753,2
2754,1
2755,5
2756,11
2756,10
2757,3
2757,10
2758,11
2758,10
2759,1
2760,1
2761,1
2762,1
2763,1
2763,6
2764,6
2764,9
2765,1
2765,2
2766,3
2767,6
2768,1
2769,1
2769,2
2770,1
2770,3
2771,1
2772,1
2773,1
2774,6
2775,3
2775,2
2776,1
2776,5
2777,1
2777,3
2778,6
2779,1
2779,3
2780,7
2781,1
2782,1
2783,1
2783,2
2784,1
2785,1
2785,2
2786,9
2787,3
2788,1
2789,3
2789,2
2790,1
2790,5
2790,10
2791,6
2792,2
2792,5
2793,6
2793,10
2794,1
2795,3
2796,1
2796,2
2797,2
2797,6
2797,11
2797,10
2798,1
2798,3
2799,1
2799,4
2800,1
2800,3
2801,1
2802,6
2802,9
2802,10
2803,1
2804,1
2805,9
2805,4
2806,10
2807,2
2808,1
2808,7
2809,1
2809,3
2810,1
2810,2
2811,1
2812,3
2812,10
2813,1
2813,3
2814,11
2814,10
2815,1
2815,7
2816,3
2816,2
2817,3
2818,1
2818,6
2818,7
2819,11
2819,10
2820,1
2821,11
2821,10
2822,3
2822,2
2823,12
2823,6
2823,9
2824,11
2824,10
2825,11
2825,10
2826,1
2827,1
2828,1
2829,3
2829,2
2829,4
2830,1
2831,1
