app_id,title,description
599,Notify your site using cookies,Present your customers with a notification informing them that your store is using cookies.
599,EU Cookie Law,Present customers with your cookie policy page to fully comply with the EU Cookie Law.
599,No need to add any shortcode,No need to add any shortcode.
600,Go Global,Reach new customers from all around the world by translating your shop into any number of languages
600,Increase Your Traffic,Increase your website traffic - make your translations available to any search engine
600,Easy Setup,Start translating instantly – no coding skills required
601,Increase Sales,Improve your offline sales by guiding customers to locations where your products are sold.
601,Impress Visitors,Your visitors will love the user friendly interface that works great on any device and automatically finds locations nearest to them.
601,Powerful Analytics,Gain valuable insights about your customers by collecting data on where they're searching for your products offline.
602,Build menus in minutes,"Using our beautiful pre-designed menu templates, Meteor can help you get that professional look within minutes. No need to hire a developer."
602,Showcase your products,"With a variety of layout & image options, you can build stunning multi-level menus that customers will love."
602,Get more sales,"Mega menus enable customers to effortlessly find what they're looking for, ultimately leading to more sales."
603,Sign New Ambassadors,Find qualified Micro-Influencers and Influencers to collaborate with and empower them to become your  Brand Ambassadors.
603,Referral Codes,Use ambassador referral codes and track conversions on your online store to reward your Ambassadors accordingly.
603,Smart Content Management,"Easily showcase the latest posts from your Ambassadors, manage their content and measure their performance."
604,Unlimited watermarks,Get a membership and automatically watermark unlimited photos.
604,Add badges and stickers,Add or remove a sticker graphic on specific product photos.
604,One-click bulk watermarking,Click 'Watermark All' to watermark all your product photos in one-click.
605,Understand your customers,Easy-to-use dashboards provide great insights to help you understand your customers.
605,Focus on what's selling,Products popularity analysis will help you focus on the most promising products.
605,Keep track of your store,SimplyTick will automatically send you daily and weekly email reports with a summary of your store's performance.
606,Automatic Email marketing,"Boost sales and conversions with automatic email marketing to recover abandoned carts, request reviews, re-engage lapsed customers, and more"
606,Email marketing in 1 click,"Put email marketing on autopilot with built-in templates and workflows, product/order syncs, and more"
606,Affordable email marketing,Powerful email marketing features at much lower prices. Why? Because we're a small business too. We want to help other businesses win.
607,One Low Fee,"Our fixed price plan gives access to every premium ShoutOut feature, with nothing further to pay regardless of your size or success."
607,No Limits,"Unlimited visitors, affiliates, referral links,  coupon codes, QR codes, MLM tiers, affiliate dashboards,   and orders!"
607,Multi-Level Marketing (MLM),"Become the next Amway, Herbalife, Avon or Isagenix by building a massive network of passionate ambassadors to your brand."
608,Convert More Customers,Increase sales by simplifying the checkout process.
608,Automagically match your theme,No coding required. It will always match your theme to look great!
608,Simplify the Checkout Process,Reduce the number of steps your customer needs to take to checkout.
609,Grow your lists and sell more,Choose among multiple pre-designed themes to create Popups and Email Sequences in minutes.
609,Reduce abandoned checkouts,"Create targeted Popups to prevent Exit intent, and Email sequences to bring your customers back to your store."
609,All services for one price,No subscribers limit. No Popup views limit. All the automations & features included.
610,Improve SEO and Performance,"Improve SEO by optimizing image sizes, alt-text and file names. Better site load speed and SEO -> higher rankings, more traffic and sales."
610,Compliance with Social Media,"Bulk square, resize, or crop images to fit any social media or sales channel listing -> professional looking listing, and generate more sale"
610,Watermark and Protect Images,Add watermark to your product and theme images in bulk -> protect your images from being used by your competitors
611,"Simple, flexible order editing","With Edit Order, easily change customer shipping or billing info, adjust pricing, add or remove SKU's and line items on any customer order."
611,Send payment requests,"Immediately send your customer a payment request when you add to an order, upgrade shipping or exchange an item for a more expensive one."
611,Unlimited draft order edits,"Add line item or cart properties for custom engravings, monograms, exact weight, custom handling, delivery notes and more to draft orders."
612,Guards against account fraud,Your Shopify store traffic is analyzed in real time to protect against fake account creation and potentially fraudulent activity.
612,Best-in-class website security,Protect your Shopify store with best-in-class security. New Shop Protector Plus available to invisibly block bots in background (read more).
612,Eliminates annoying form spam,Shop Protector prevents bots from filling out forms. Stop those annoying contact form and newsletter sign-up spam submissions.
616,Automate Daily Workflows,"Automate repetitive tasks such as fraud order detection, vendor notification, hiding out of stock products, etc. -> Increase efficiency"
616,Schedule Based Tasks,Schedule based tasks such as daily sales reporting; set and forget -> You can get on top of your store performance anywhere anytime
616,Save Time,Take daily repetitive tasks off your shoulder by handling them automatically -> You can have more time to refine marketing and grow sales
617,Block & Redirect Visitors,"Redirect traffic to country specific stores and blocking rivals.
With simple rules, create strategies to get an edge over your competitors."
617,Control Your Store’s Traffic,Get complete control over your store’s incoming traffic and monitor the visits with a precise IP logger.
617,Protect Yourself From Fraud,Protect your store from fake orders and high return rate regions.
618,Drag and Drop Page Builder,"Customize your landing pages, blog pages, product pages, FAQ, slider and tabs with our easy to use drag and drop builder. No coding required"
618,Blog + Landing Page + Slider,"Increase sales with our library of 30+ professionally designed landing page blog page, templates, countdown timers and slider."
618,Product Pages That Convert,Our product pages and editor are optimized for conversion and produce ultra clean code. Trusted by Chubbies and Leesa Mattresses + more
619,Insta shop,"Ever wanted to let your followers shop your Insta feed? 

Snapppt let's you link your Instagram images with your products"
619,UGC - User Generated Content,"Who better to show off your product than the fans who love it?

Repost 3rd party content with accreditation and make it shoppable."
619,Visual Marketing Analytics,Gain deep insights into customer engagement and conversions using visual marketing analytics.
620,Easily import Amazon products,Find products from Amazon and import them to your Shopify store in just a few clicks. Expand with hundreds of new products within minutes.
620,Dropship or Affiliate Income,"Earn money when someone buys a product. Amazon manages shipping, returns, inventory and customer support. Effortless new revenue for you."
620,Increase your influence,Curate products that complement your brand or grow completely new categories to appeal to wider audiences. Become bigger and more valuable.
622,Automate Image Updates,"Schedule image updates ahead of time, selecting precise dates and times to stay on top of your store’s content cadence."
622,Setup Multiple Images,Create multiple places where you can automate image updates. Manage everything from a single dashboard.
622,Make Instant Changes,"Make quick changes to live images in your store using a simple dashboard. Swap out images, edit the alt text and link url."
623,Log every visitor’s IP address,"Actively monitor all IP addresses visiting your store and associated information such as date & time of visit, location, browser, etc."
623,"Detect Spammer, Bots & Competi","Search through thousands of IPs to spot bots, crawlers, competitors lurking on your store, and put in place a counter intelligence strategy."
623,Investigate suspicious orders,Examine the IP addresses from suspicious orders and odd behavior to help you take the right decision.
624,DROP A HINT. GET WHAT YOU WANT,"Our app allows visitors to Send ""Hints"" via e-mail to a person of their choice! The app captures both emails and doubles your email list."
624,MAKE YOUR STORE IRRESISTIBLE,Carry up to 4 different cards and messages to help your brand. Double your traffic and re-targeting conversions.
624,INCREASE YOUR REVENUE,Integrate relevant coupons with your Hints and increase your revenue.
626,Military & Veteran,"The most popular exclusive discount. 1 in 4 Americans are eligible, including spouses of Active Duty & Veterans."
626,First Responder,"Support our uniformed Police, Firefighter & EMT. Makes a great addition to your Military Discount."
626,Student & Teacher,"Offer exclusive discounts to Student, Teachers, or both. We handle the verification, you enjoy the loyalty."
628,Collect customer experiences,"Your customers receive an email invitation asking them to submit photos, videos, and stories tailored for your store."
628,Display on site and social,"Displays automatically show the ""right"" content on sites, stores, and social media, building trust and driving purchase."
628,Improve sales,"Content is organized through automated tagging, everything is measured and you learn what works and how to use it."
632,Custom checkbox for your cart,Add checkboxes with custom text to your cart page and let the user confirm your terms or any other conditions.
632,Easy installation and setup,Easy installation with just one click and a single payment. No recurring fees. Set text and links directly in your Shopify admin interface.
632,More legal security,Let your user actively confirm that they read your terms or any other conditions.
633,More purchases,Customers are significantly more likely to make a purchase after Asym is applied to product descriptions.
633,More sales and revenue,Asymmetrica's Shopify clients receive significant increases in purchases and revenue.
633,"Easy install, proven results",No coding or template editing needed—installing the Asym app is all it takes to get proven results for your shop.
634,Fully automated,Easy to setup
634,Facebook Dynamic Ads,Visitors will see ads of products they visited in your store
634,Full transparency,The campaign is created using your Facebook Ads account
635,Open in Photoshop,With one click you can open any product image in Photoshop!
635,Iterate in seconds,Just hit save and PS Tunnel will update your store automatically.
635,No more mess,Never clutter your computer with temporary images again!
636,Abandoned Cart Push,Automated abandoned cart web push notifications help you increase sales. Perfect for BFCM (Black Friday Cyber Monday)
636,Re engage visitors with push,"Send push notification campaigns to bring back your store visitors, at a fraction of the cost of retargeting ads."
636,"Reviews, Wishlist and More","Connect to Shopify Apps: Review Push Notifications (Stamped.io, Loox Reviews, Judge.me), Wishlist (Growave),
Now Back In Stock, Litefy"
637,Bring customers back to cart,"Bring customers back, who move off the cart tab with a blinking favicon."
637,Customize favicon notification,Customize the badge for the favicon notification. Set up it up to match the site design.
637,1-click install and setup,"1-click install and configuration! Just add this app, here you starts, you can update it's design options."
638,No Product Limits,"Upload your entire product library immediately, no matter how large"
638,Automatic Publishing,We'll automatically publish your products for you so that you never have to worry about them expiring
638,Instant Updates,Instantly update product pricing  - great for running sales!
639,Expand your business,"Keep high margins in your main market, and target promotions at the new regions and countries where you want to expand into."
639,Don't leave money on the table,"Run promotions to get more sales, and turn them off automatically in high-income cities to increase your profit margins."
639,Capture more leads,Get new newsletter subscribers with an exit intent pop-up that promotes a coupon code to visitors who are in a hurry to leave.
640,Share your amazing products,Why not let your customers spread the word about your products? With WhatShare you can let your customers share your products on Whatsapp.
640,Drive more targeted traffic,With WhatShare you customers will share and recommend your products to their friends and contacts thus bringing more customers to your shop.
640,Boost your revenue for free,WhatShare boosts your store visibility and revenue by bringing highly targeted traffic to your site. And it is free!
641,Customer Expectations,Shop Hours provide basic information that your customers expect.
641,Pickup and Delivery,The Date Picker shows when pickup or delivery is available.
641,Holiday Hours!,Special hours provide current information about your availability.
643,Your own apps in 10 minutes,Launch your own iOS & Android mobile apps in 10 Minutes & Increase your revenue upto 40% extra with higher conversion rate
643,No code required,"No technical knowledge required, increase sells, Revenue & Conversion rate through apps, Ready themes available to choose."
643,Unlimited push notifications,Unlimited Push notifications to Promote products & Offers. So many customization features to make your app user friendly
645,Find Products,"Oberlo helps you find the best products for your business, and add them directly into your Shopify store."
645,Add Them to Your Store,Take advantage of Oberlo’s network of suppliers who are there to help your business succeed.
645,Never Worry About Shipping,"With Oberlo, you can ship your products straight from your supplier’s warehouse to your customer’s doorstep whenever you make a sale."
646,Instant Color Swatches,Generates color swatches for color variants from variant images helps shoppers to easily shop the variants.
646,Product & Collection Pages,Creates color swatches on both product page and collection page
646,One time fee,The app is costing one time fee only. Saves monthly fee. Installation is automatic and uninstallation is clean
647,Get the cheapest USPS® rates,Get the deepest discounts available for every USPS® shipping service: Commercial Pricing®
647,Seamless Shopify integration,Connect your Shopify account to quickly buy shipping labels and automatically mark orders as shipped.
647,100% FREE! No costs or fees,Pirate Ship passes through the best shipping rates for USPS® with no markup or fees.
648,Find your supplier,Find your supplier and niche from the Syncee Supplier Exchange and upload the products you want within minutes into your store.
648,Upload products from files,"Upload new products to your store from CSV, XML, XLS(X), TXT and JSON files. We help you to manage your inventory smoothly."
648,Update your products,"Sync your suppliers' inventory, prices and any other product data to your store with one easily-manageable application."
650,Automatic Notifications,Bring customers back to your store faster with automatic restock notifications of the products they want to buy.
650,Sign-Up By Variant,Customers don't have to wait until all variants go out of stock before signing up for notifications.
650,Smart Purchasing Decisions,Make smart purchasing decisions by using analytics on which out of stock products are the most in demand.
651,Get More Add-To-Carts,Show customers your best selling products FIRST.
651,Slash Your Bounce Rate,"Give customers what they want FAST, so they don't leave without buying."
651,Unlock Powerful Analytics,"Find out which products are HOT, and how you can sell more of them"
652,Urgency and scarcity,"Create a countdown timer and low stock countdown to promote a ""fear of missing out"". MUST HAVE APP for holiday discount promotion."
652,Social proof and build trust,Display trust badges to increase your customers' buying confidence and boost sales.
652,Promotions on checkout flow,"Not only on product pages, but also on collection and cart pages to increase conversions across your checkout flow."
653,Inventory and Order Management,From your Shopify store manage all of your orders from every marketplace you want to sell in. Includes daily re-order points for all SKUs.
653,Connect To ANY Marketplace,"Including Amazon, eBay, Walmart, Walmart DSV, Jet, Groupon, Houzz, MercadoLibre, Newegg, Houzz, Etsy, ChannelAdvisor, ANY EDI and more..."
653,Product Upload Management,"Infiplex OMS includes .csv file product upload for Walmart, Jet, and Etsy marketplaces. Contact us about our automated product upload tool."
655,Integrated purchase orders,"Quickly create purchase orders using Shopify order data, or select individual items. Choose to ship items to your location or the customer."
655,Multiple supplier profiles,"Create profiles for each of your suppliers, including custom notes, free shipping amounts and the essential contact details."
655,Update inventory with ease,"Receive a PO (fully or partially) to update inventory quantity automatically, across single or multiple locations, similar to Transfers."
656,One Stop Solution,"We believe merchant should get quick solution at one place. In flits we are providing features like reward program, social logins,wishlists."
656,Loyalty - Credits & Referral ,"Add value to the customer through loyalty program with credits, referral. It will increase your ROI. "
656,Increase customer retention ,Customer retention–the act of keeping current customers that you have already spent money acquiring–is extremely important for any business.
657,365 days of PRO,This month promo: 365 days of free PRO Live Chat License! (applied after registration)
657,Everything in One Place,Your messages and live chat history can be found in one inbox so there’s no need to sign up for multiple communication tools.
657,Sales Booster,You can double your sales by increasing website conversion rates and providing better customer chat service and live support experiences.
659,No Extra Fees,"No setup fees, no monthly fees, and we process any claims on your behalf."
659,Pre-negotiated Rates,Take advantage of pre-negotiated rates based on Freight Club's volume with leading carriers across a range of service levels.
659,Import Orders Easily,Import orders from your Shopify portal to easily manage in one user friendly interface
660,See why visitors don’t convert,Spend less time guessing with real-time Dynamic Heatmaps & Recordings; it’s like a DVR for your Shopify store.
660,Easy-to-use insights,Know the right changes to make to stop visitor abandonment - no PhD in analytics required.
660,Help visitors & save the sale,User-friendly Polls and Chat let you connect with visitors to turn them into happy customers.
661,Simple heavyweight delivery,"We facilitate the delivery of orders averaging 1,500 pounds from your warehouse or store, directly to the home"
661,Low risk & less damage,"Our end-to-end solution has fewer touchpoints with shipments handled 50% less, resulting in less chance of damage during shipment"
661,Shipping cost savings,Save up to 30% on shipping costs that you can keep or pass along to your customer
662,Collect pre-orders,"Prevent loss of revenue due to sold out products. Instead, now you can collect pre-orders."
662,Scheduling pre-orders,Schedule pre-orders with start and/or end date. Perfect for product launches.
662,Completely customizable,Choose for which products to accept pre-orders and configure down to each variant.
663,Auto verify addresses,"Customers are prompted with suggestions, alerted while typing and/or emailed when anomalies are detected, enabling them to rectify mistakes."
663,Highly customizable,"Customize the look and feel of the prompts, inline alerts and emails to match branding and identity, ensuring seamless customer experiences."
663,Prevent certain destinations,Can't ship to PO Box or DHL ShipStation addresses? Utilize our prompts and alerts to advise customers from inputting such addresses!
664,Landing page builder,A valuable content helps your customers to make a decision. Create professional landing pages and describe your products and business.
664,Product page builder,Easy to use: Drag & Drop interface + WYSIWYG editor. Simply drag & drop modules to create stunning pages for desktops and mobile devices.
664,Page editor - Edit pages ,Add new content sections to the existing collection pages and product pages. Improve your product presentation and sell more.
665,Boost sales,Boost sales with the highest conversion rate of in-stock notifications
665,Sell instantly,Sell instantly using Shopify checkout in Messenger
665,Increase customer satisfaction,Increase customer satisfaction with simplicity and speed
666,Automatic image optimization,Reduce your image size without compromising quality. Choose lossy or lossless image compression. New images will be optimized automatically.
666,One click code optimization,Simply turn on the code optimizations switch and your shop’s CSS and JS will begin to load more quickly.
666,Measure and monitor speed,Your personalized dashboard will show you improvements in your average load time and average image size.
667,Skyrocket repeat orders,"A loyalty program is a great retention tool, encouraging customers to return and buy more."
667,Increase transaction value,Encourage your customers to spend more to earn reward points. Increase your profit by increasing average transaction value.
667,Refer more customers,A built-in referral program provides a great opportunity to acquire new customers with one of the most trusted forms of advertising.
668,Increase Retail Sales,"Drive traffic to your store locations, dealers, or distributors on desktop, mobile or tablet. Google maps and directions make it easy!"
668,Drive traffic with Analytics,"See which stores are getting the most traffic, build a growth strategy by viewing where searches are happening but not finding a location."
668,Works with all Shopify themes,"Beautifully integrates with any Shopify theme, fully customize design and colors with CSS. Then add locations anywhere in the World."
669,Convert visitors to customers,Dead link visitors close the browser in the most situations. Offers can kept on the site.
669,404 errors to your advantage,Promote Special successor products on your Smart404 page.
669,Display content based,Show videos on your Smart404 page or use HTML for everything else!
670,Tabs for product pages,Add tabbed description to any theme just in few clicks
670,Add FREE custom tabs,Change tabs colour and style to fit your product page
670,Easy tab management,Manage tabs for each product individually or assign them to whole collections
671,Fully Automatic,"Simply install, set, & start watching lost orders roll in."
671,Best-Practice Defaults,Pre-built & optimized templates that are proven to work.
671,Customizable,"Add your branding, edit email text & choose your send timing."
672,Data when you need it,"Get your real-time sales, forecasts and analytics data all in one view"
672,Easy-to-read reports,Spot trends easily with graphically displayed data
672,Grow your business,Understand how to improve your metrics like user retention and repeat purchases
674,Instantly View Top Products,"Using DeepMine, you can get a high level look at the past quarter's orders or just what's popular today."
674,Customizable Search Options,"Search by paid/unpaid, shipped/unshipped, title, vendor, SKU, POS location, discount code, and more to generate sales reports."
674,Email Reports and Setup Deals,Setup reports to email on a regular basis. Setup reports to pay a partner a piece of your sales.
675,Reduce cart abandonment,"Offer flexibility, choices and convenience. Cost effective immediate gifting- no overnighting or expediting."
675,Increase customer satisfaction,Be memorable to customers-provide a thoughtful experience with vigil's customizable previews
675,Capture last-minute gifting,Seamless immediate gift giving made easy. Sell past shipping cutoff to increase your revenue.
676,Ultimate Customization,"Create an unlimited amount of highly customized products options and variants! Individual option prices, 12 input types, SKU policy and more"
676,Conditional Logic,Set flexible product option dependencies - show/hide options based on what your customers select
676,Smart Product Presentation,"Add product option's images / colors of the swatch type, use a wide range of tools to present each product variant at its best"
677,Spark a conversation,Use chat interface to proactively connect with shoppers and discover individual preferences.
677,Redefine personalization,"Suggest products specific to each shopper's unique desires--a more powerful, personalized approach."
677,Sell more,Targeted product queries deliver relevant results and decrease the amount of time shoppers spend searching.
678,Increase social reach,"Outfy helps you to promote your products on as many as 12 social media networks,
seamlessly reaching 1000s of potential customers with ease"
678,Huge Time Saver,Set your store on “Autopilot” to push your posts automatically. Make them non-robotic with caption templates and tag clouds.
678,Impactful SALE promotions,"Choose suitably themed templates, customize them to catch more eyeballs on Social Media, without paying any graphic designer"
680,Collect reviews on autopilot,"Send automatic review request emails asking your customers for product reviews, and offer discounts for submitting reviews with photos"
680,Beautiful Shopify reviews app,Showcase product reviews from happy customers in beautiful galleries of photo reviews &  social proof reviews popups and build strong trust
680,Product reviews drive sales,"Boost conversions, drive traffic by sharing reviews to social media & integrating reviews with SEO, improve retention via review discounts"
681,Product Video,Add a video anywhere on the product page with a thumbnail of your choice
681,Search for Videos,Find the right video for your product with embedded search
681,Automation,No more missing videos that turn customers away. Shopideo removes broken video links and asks you to fix them
683,Reports at Reasonable cost,Free report setup and customization by our  reporting experts. More than 440 5-star reviews. Your shop data not stored in our servers.
683,Report any data in your store,"Order, Product, Inventory, Customer, Sales, Commission, Accounting, Refund, Tax, Transaction, Payment, Metafields, Payout & other Reports."
683,Schedule and Automate Reports,"Export reports to multiple emails, FTP, or Feeds. Excel, CSV or Google Sheet formats. Data can be appended or summarized in pivot tables."
684,Increase conversions,Display country specific informations
684,4 GEO TARGETING APPS IN 1,"currency conversion, notifications, popups, redirects - all based on the visitor's location and highly customizable"
684,Easy Setup,No coding skills required
685,Reduce shopping time,"Reduce shopping time, and improve customer experience. Increase your sales."
685,Preview popup,"Let customers view the product information, add it to cart in a Fancybox popup on the category and homepage in one click."
685,Free for basic features,"Free forever for basic features. If you want to have more advanced features, you can choose premium plans."
687,Stop guessing. Just ask!,Choose one focus question to ask shoppers to get relevant feedback that helps increase sale conversions.
687,Create a quick poll in 5 mins,Set up a poll that displays beautifully on your Shopify store and generates a simple report to help you make strategic improvements.
687,Reach out on web and mobile,"Engage customers with our responsive pop-up, designed for user-friendliness on any screen."
688,Submits All Product Variants,Variant selection options in the Shopping search results improves CTR and Orders. Improved Impressions as Variant options are part of Titles
688,Specific Product Promotions,"Promotions Feed for all products and Specific Ones. Let searchers see promotions running on your store, get Improved CTR and ."
688,Uses Content API of Google,"Helps you updates products within 20 mins. Stock Status, Pricing, Title, Description, SKU, Photos, Promotions, all are updated within 20 min"
689,All Variants are Submitted,All variants improves impressions and CTR. Ultimately results in More orders
689,Robust Filters & Bulk Edits,Allows you to fine tune your feed to get maximum out of the submission.
689,Specific Product Promotions,Allows you to create Promotions for Specific or All products.
690,Discounts for Customers,By providing discounts many customer can attract towards the site for purchase. This App can help in gaining customers attraction.
690,Lead Generation,It also generate leads of the customers who spin the wheel for getting discounts. So later Admin can contact them the way they want.
690,High Sales,This App results to make customers greedy to win for more and which most of the time absolutely turns out in a sale.
691,Publish products from Chargify,"With Chargify Accounts, you can publish products from your Chargify product catalog to Shopify"
691,Customer driven,"Allow customers to view, edit and cancel their own subscriptions, cutting down on customer service"
691,Subscriptions as orders,"With our app, you can represent recurring subscriptions on your shop as individual orders on Shopify"
692,Automatic Invitation Sending,"Automatically schedule and send account invites to your online guest checkout customers, your new POS customers, or imported customers."
692,Send Bulk Invitations,"With our bulk invite tool, it's easy to send invites to your past customers to activate their new Shopify accounts in your migrated store."
692,Customer Can Invite Themselves,"With our site link tool, customers can use a link on your site to send themselves an invitation to complete their account setup."
693,Stand Out in Organic Search,"Get Rich Snippets with  Product Data, Reviews, and Availability resulting in higher click through rates and more sales...with one click!"
693,Be Understood in Voice Search,"Schema Markup is more than just Google Rich Snippets, it's about your store being understood by Search Engines and voice search."
693,Google Merchant Center Ready,"We take care of optimizing your schema markup to meet Google Merchant Center requirements, so you don't have to worry about it."
694,Reduce Cost,"NoFraud offers Chargeback reimbursement, eliminates the overhead costs of an in-house fraud prevention solution."
694,Add Revenue,NoFraud has the capability of accepting orders that other solutions reject due to suspicions of fraud with Cardholder Verification.
694,Increase Efficiency,NoFraud eliminates manual review and decreases customer friction by providing instant decisions.
695,Abandoned Cart Notifications,PushAlert lets you recover lost sales with automated push notifications when customers forget to checkout.
695,Back In-stock Alerts,Stop losing sales even when products are out of stock. Customers will now get direct notification as soon as products are back in stock.
695,Price Drop/Sale Notifications,"With PushAlert, your customers will automatically get to know when a product they like is on sale or at a discount."
696,Easy product imports,"Simple product import from retailers, to your Shopify store"
696,Boost your revenue,Increase your revenue by earning commissions from retailers
696,Increase your reach,"Attract and reach new customers, by expanding your store offering"
697,Store Pickup,"Let your customers come to you and save money on picking, packing and shipping their items."
697,Local Delivery,"The most powerful, fully featured, local delivery solution available for Shopify. Suitable for businesses of all sizes."
697,Shipping Calendar,"Flexible shipping calendar with blackout dates, advanced notice, future order restrictions."
699,SMS sent on various actions,"Notify customers by SMS or Whatsapp automatically on checkout, order update or registration. 

Additionally store owner can also receive alert"
699,Use Android or Any SMS gateway,"You can connect your Android smartphone as a sending system. 

Or use our reliable Master Gateway

Or use any other SMS gateway.

Or use Whatsapp."
699,Automatic customers import,"Automatic and manual customers import into our dashboard lets your communicate with your Shopify customers.

Send custom messages as well"
700,Designer email templates,"Upgrade your Shopify email templates to sell more, and match your brand perfectly. Beautiful e-mail themes, with no design experience needed"
700,Include upsells and discounts,"Generate more sales automatically by including product recommendations, discounts, upsells and social profiles in your e-mail notifications"
700,No subscription fees!,"Customize, translate, and test your email designs, then purchase for a one-time payment. 18 e-mail templates included in every purchase"
701,Your format,Stop editing the default Shopify CSV. Exportify delivers your order exports in exactly the format you need.
701,Your schedule,"Choose automatic email exports as orders come in, or in a daily batch. Exportify saves you time by running exports for you."
701,Simplified workflow,"Share your Shopify order data with another system. Exportify is compatible with major shipping, accounting and custom production workflows."
702,Keep track of your store,ReportFrog will automatically send you daily and weekly email reports with a summary of your store's performance.
702,Focus on what's important,The selection of essential ecommerce metrics provides you great insights on where to focus your attention.
702,Share the data with your team,"You can automatically share the reports with your business partners, coworkers, employees, managers or anyone who needs access to the data."
703,Auto SEO of Product Pages,"When ever you answer a new Question, Question and Answers are Published on Product Page HTML. That improves SEO of Product Pages"
703,FAQs for Future Customers,Questions asked by Past visitors and their Answers help future customers as FAQs for future Visitor.
703,Add Asker's Email to MailChimp,Asker's Emails are synced to your Email List on MailChimp.
704,Shipping Management,"Collect all of your orders in one place, access discounted shipping rates, and automate your fulfillment workflow."
704,Inventory Management,"Automatically track and sync inventory levels, issue POs, bundle products together, and reduce errors via barcode scanning."
704,Dropshipping,"Choose whether dropshippable orders should be automatically or manually routed to suppliers, and have hybrid orders split by default."
705,Machine translation,Instantly translate your store into 100+ languages - no coding skills required. Automatically translate your checkout page.
705,Higher range,Reach new customers from all around the world.
705,Mobile Optimization,gtranslate use a mobile optimized theme for google translation.
706,Clear and easy online editing,Excel-like spreadsheet interface enables you to quickly locate and change any product property or meta. Rich filter and data edit options.
706,Custom csv/xlsx exporting,"Choose xlsx or CSV format and specify output column names as you need. Export meta fields. Save export sets like ""for Amazon"", ""for FB""..."
706,Smart import with preview,"Smart import with ""Preview"" option. Recognizes a variety of input file formats. Imports everything including images, collect. and metas"
707,Forecast sales,Replenish your inventory using automated sale forecasts. Avoid stock-outs and detect over-stocks.
707,Create Purchase Orders,Easily create and edit purchase orders. Spend less time required for inventory management.
707,Run price tests,"Easily run price tests for variants, products or collections. Find out, which product price brings best profit."
708,Create branded loyalty program,Launch a beautifully integrated loyalty program on your storefront. Delight your loyal customers with multiple types of rewards.
708,Schedule event-based campaigns,"Retain customers with special promotions during weekends and holidays by offering 2x / 3x points, special events bonuses, and more."
708,Automate personalizations,"Impress customers with personalized rewards like “Welcome” and “Birthday” bonuses and ""Thank You"" messages to show your care."
709,250+ solutions & 70% discounts,One account gives access to 250+ shipping solutions and discounted shipping rates of up to 70%. All without lengthy setup  procedures
709,No more hidden fees,"See all required taxes, duties, and courier fees upfront for every country in the world. We work hard to ensure you don't get any surprises"
709,Increase Your Conversion Rate,Showing dynamic rates based on actual items in cart shown at checkout make your quotes more accurate. Less buffer means higher conversions
710,Multichannel order management,"Integrate and manage orders across all of your sales channels in real-time, including Shopify, wholesale, marketplace and EDI."
710,Powerful inventory management,"Sync available inventory across multiple sales channels, warehouses and fulfillment locations as you pick, pack & ship with TradeGecko app."
710,For brands & manufacturers,"Reporting, production modules, integrations & APIs make TradeGecko a perfect fit for digital first brands looking to streamline operations."
712,Why Native Mobile Apps,"Native Apps directly access the hardware components like GPS, display, CPU etc. so they are faster in
execution and offer one-step checkout."
712,In-App Messaging/Notifications,Prevent Cart Abandonment with Local Push Notifications. Tell your clients about exceptional arrangements and forthcoming occasions
712,No Programming Skills Required,"Simply point and snap, intuitive, and enter particular properties in online structures.
The complexities are taken care of in the background."
713,Spot Year On Year Trends,Instantly see how your store has been performing this year compared to last year using TrendSeam's dashboard
713,Know Your Best Product,Some products are more popular than others -and we make it quick and easy to find your best and worst performing products
713,See Where Customers Are,Planning a marketing campaign? See where in the country/world your customers are based so you can advertise to the right locations
714,Facebook save button,Display Facebook save button on product page with many position options.
714,Phone button,Phone button with your contact's information.
714,Customize easily,Easily to customize layout's setting.
715,Multi-Locations / POS Support,Supports for multiple sales locations.
715,Sales & Purchases: one system,Effortless inventory management with Sales orders and Purchase orders in one central system.
715,Sync your Wholesale channel,Wholesale and Retail price levels support: Perfect for wholesalers selling offline and online.
716,Multiple Pricing,"Provide wholesale pricing discount rates to selected customers, products, collections, or everything in your store!"
716,Increase Revenue,Offer volume deals so your customers will buy more. Give them the option to buy online.
716,Save Time,No more answer phone calls or manually placing orders from email. Let your customers order online with the prices that are specific to them.
717,"Instant, simple verdict","Immediately view a clear summary of your store’s SEO, speed and blog performance"
717,Identify problems,Discover the problems most worth spending your time and money to fix using our comprehensive SEO checker
717,Install and forget,"Receive regular email alerts about your SEO performance, allowing you to maintain strong SEO as your store grows"
718,Win back past customers,Automatic emails sent to your past customers asking them to sign up for your mailing list so they can turn into repeat buyers!
718,Track subscribers to 100%,We'll show you how many of your customers are opting-in to your marketing and help you get to 100%!
718,New subscribers on auto-pilot,Optimize your checkout prompt and create a win-back button after your customers check out to get them coming back again and again!
719,Flexible to Your Needs,"Attach multiple files to a single product, associate a single file with several products or restrict downloads by time, quantity, or both."
719,Easy Order Management,"Receive orders through multiple carts and gateways and manage in one place.

Manually expire, reopen and resend orders at any time."
719,No commission fees,"We don’t take commission on your sales. Our low monthly fees are based only on your storage needs

Free & self-hosted plans also available"
721,Seamless Integration,"Complete harmony between your online shop, inventory management and accounting software."
721,Order Consolidation,Intelligent consolidation of numerous small online sales into a bulk order at a specified time for ease of reconciliation.
