imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,budget_adj,revenue_adj,
tt3118452,0.350599,0,0,Circle,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,,Aaron Hann|Mario Miscione,In hereâ€¦ everything gets you killed.,survival|execution|stranger|no memory,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,87,Drama|Horror|Science Fiction|Thriller,Votiv Films|Taggart Productions,10/2/2015,0,0,
tt3660770,0.348306,0,16661077,Monkey Kingdom,Tina Fey,,Mark Linfield|Alastair Fothergill,Adventure is in Full Swing.,,"A newborn monkey and its mother struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who live in ancient ruins found deep in the storied jungles of South Asia.",81,Animation|Documentary,Disneynature,4/17/2015,0,15328184.1,
tt4126340,0.347797,0,0,Joe Dirt 2: Beautiful Loser,David Spade|Brittany Daniel|Dennis Miller|Christopher Walken|Adam Beach,http://www.crackle.com/c/joe-dirt-2-beautiful-loser,Fred Wolf,Go Hick Yourself,white trash,"When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",107,Comedy,Happy Madison Productions,7/16/2015,0,0,
tt5223342,0.344994,0,0,Minions: The Competition,Pierre Coffin|Chris Renaud,,Kyle Balda|Julien Soret,,minions,Two minions working in a bomb lab get competitive.,4,Animation,Illumination Entertainment,11/4/2015,0,0,
tt3236120,0.344549,0,7449681,I'll See You in My Dreams,Blythe Danner|June Squibb|Rhea Perlman|Mary Kay Place|Aarti Mann,,Brett Haley,,widow|friendship,"A sudden loss disrupts Carolâ€™s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",92,Drama|Comedy,Northern Lights Films|Jeff Rice Films|Two Flints,5/15/2015,0,6853703.504,
tt4505830,0.34253,0,0,Jesse Stone: Lost in Paradise,Tom Selleck|William Devane|Gloria Reuben|Luke Perry|Leslie Hope,http://www.hallmarkchannel.com/jesse-stone-lost-in-paradise,Robert Harmon,,,"Once a Los Angeles homicide detective, Police Chief Jesse Stone now presides over the quiet, seaside village of Paradise, Massachusetts. When the facts don't add up in a brutal Boston-area murder case, Jesse opens an investigation filled with surprises, unlikely suspects and grave danger. Though it's widely believed the murder was committed by an incarcerated serial killer, Jesse suspects another killer is at large and is hell-bent on bringing him to justice.",87,Drama|TV Movie|Crime|Mystery,Sony Pictures Television,10/18/2015,0,0,
tt4425064,0.574031,0,494506,Steve Jobs: The Man in the Machine,Bob Belleville|Chrisann Brennan|Nolan Bushnell|Jason Chen|Nick Denton,http://www.magpictures.com/stevejobsthemaninthemachine/,Alex Gibney,Bold. Brilliant. Brutal.,technology|computer|history|apple,"When Steve Jobs died the world wept. But what accounted for the grief of millions of people who didnâ€™t know him? This evocative film navigates Jobs' path from a small house in the suburbs, to zen temples in Japan, to the CEO's office of the world's richest company, exploring how Jobsâ€™ life and work shaped our relationship with the computer. The Man in the Machine is a provocative and sometimes startling re-evaluation of the legacy of an icon.",129,Documentary,Magnolia Pictures|Jigsaw Productions|CNN Films,8/7/2015,0,454945.3198,
tt4234734,0.339297,0,0,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,http://www.mylifetime.com/movies/babysitters-black-book,Lee Friedlander,,babysitter|escort service|high school|hooker|babysitting,"When her parents' financial problems threaten Ashley's dreams for college, the high school whiz kid takes matters into her own hands. She and her girlfriends turn their babysitting business into a wildly successful escort service for dads. But in this small suburban community, nothing stays secret for long.",88,Drama|TV Movie,Johnson Production Group|Shadowland,2/21/2015,0,0,
tt4126438,0.511431,0,0,The Ones Below,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,http://www.bbc.co.uk/bbcfilms/film/the_ones_below,David Farr,How well do you know your neighbors?,baby|expecting|neighbors,A couple expecting their first child discover an unnerving difference between themselves and the couple living in the flat below them who are also having a baby.,87,Thriller,BBC Films|Kreo Films FZ|Cuba Pictures|Tigerlily Films,10/14/2015,0,0,
tt4180514,0.336453,0,0,Tremors 5: Bloodlines,Michael Gross|Jamie Kennedy|Pearl Thusi|Rea Rangaka|Brandon Auret,,Don Michael Paul,,africa|monster|sequel|creature|graboids,"The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",99,Science Fiction|Action|Horror,Universal 1440 Entertainment,10/6/2015,0,0,
tt3268668,0.336107,2000000,2801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,,Jerry Jameson,Faith. Redemption. Survival.,hostage|based on true story|murder|independent film|single mother,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warrenâ€™s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",97,Crime|Drama|Thriller,Itaca Films|BN Films|Brightside Entertainment|1019 Entertainment|Yoruba Saxon Productions,9/17/2015,1839999.19,2577386.226,
tt3399896,0.335941,0,0,Terminus,Jai Koutrae|Kendra Appleton|Todd Lascane|Bren Foster|Brendan Clearkin,,Marc Furmie,The End Begins Here,,"Following a near-fatal accident, David Chamberlain makes an unprecedented discovery that will not only determine the fate of his family, but of mankind.",94,Science Fiction|Thriller|Fantasy,Storm Vision Entertainment,1/30/2015,0,0,
tt4073890,0.333656,0,0,Andron,Alec Baldwin|Michelle Ryan|Danny Glover|Gale Harold|Leo Howard,http://ambidistribution.com/titles?title=Andron,Francesco Cinquemani,Only one survives,maze|labyrinth|claustrophobic,"A group of people are plunged into a dark, claustrophobic maze, where they must fight to survive, as the outside world watches.",100,Action|Science Fiction,Ambi Pictures,11/8/2015,0,0,
tt3919218,0.332921,0,0,How to Plan an Orgy in a Small Town,Jewel Staite|Lauren Holly|Katharine Isabelle|Lauren Lee Smith|Natalie Brown,,Jeremy Lalonde,What's a little sex between friends you've known all your life?,small town|sex scene|woman in lingerie,"How to Plan an Orgy in a Small Town is about a group of friends who live in the picturesque town of Beaverâ€™s Ridgeâ€”the epitome of wholesomeness and strong family values. Their orderly life is interrupted by the homecoming of Cassie Cranston (Jewel Staite), whom they slut-shamed into leaving town when she was a teenager. Now a big-city sex writer, Cassie returns home to face an unwelcome reception by her former friends, and finds an opportunity to seek revenge by writing a book about them when they ask her if sheâ€™ll help them plan an orgy.",101,Comedy,Neophyte Productions,9/19/2015,0,0,
tt1817771,0.330968,0,70958,Freaks of Nature,Nicholas Braun|Mackenzie Davis|Ed Westwick|Vanessa Hudgens|Keegan-Michael Key,https://www.facebook.com/FreaksOfNatureMovie,Robbie Pickering,Get out undead or alive.,small town|vampire|alien|zombies|teenager,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",92,Science Fiction|Comedy|Horror,Columbia Pictures|Sony Pictures Entertainment,10/30/2015,0,65281.33128,
tt1230213,0.330484,0,0,Reversal,Tina Ivlev|Richard Tyson|Bianca Malinowski|Kris Kjornes|Dustin Quick,,JosÃ© Manuel Cravioto,Escape is just the beginning.,van|revenge|murder|kidnapping|gore,"A young woman, Eve, fights back and manages to escape a malicious abductor. However, after discovering she may not be the only victim, Eve unravels a darker truth and decides to turn the tables on her captor.",80,Thriller|Horror,Dark Factory Entertainment,6/26/2015,0,0,
tt4729754,0.329776,0,0,Batman Unlimited: Monster Mayhem,Roger Craig Smith|Troy Baker|Chris Diamantopoulos|Kari Wuhrer,,Butch Lukic,It's a fright to the finish for Batman!,dc comics|joker|superhero|super powers,"The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow.",81,Action|Animation|Family,Warner Bros. Animation,8/18/2015,0,0,
tt1321869,0.329109,27000000,0,The Lovers,Josh Hartnett|Simone Kessell|Tamsin Egerton|Alice Englert|Bipasha Basu,,Roland JoffÃ©,Love is longer than life.,,"The Lovers is an epic romance time travel adventure film. Helmed by Roland JoffÃ© from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters â€” a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.",109,Action|Adventure|Science Fiction|Romance,Corsan|Bliss Media|Limelight International Media Entertainment|Neelmudra Entertainment|Aristos Films,2/13/2015,24839989.07,0,
tt3671542,0.327373,0,0,Holding the Man,Ryan Corr|Craig Stott|Guy Pearce|Sarah Snook|Anthony LaPaglia,,Neil Armfield,A love story for everyone,,"In the 1970s, a young Australian boy, Timothy, finds himself confused. He falls for the captain of the football team. What follows shows all aspects of a relationship, regardless of gender or sexual preference. Conflict, temptation, and a huge burden which will affect every aspect of their lives.",128,Drama,Goalpost Pictures,8/27/2015,0,0,
tt3397918,0.327066,0,0,Harbinger Down,Lance Henriksen|Matt Winston|Camille Balsamo|Giovonnie Samuels|Winston James Francis,,Alec Gillis,Terror is just beneath the surface,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,"A group of grad students have booked passage on the fishing trawler Harbinger to study the effects of global warming on a pod of Orcas in the Bering Sea. When the ship's crew dredges up a recently thawed piece of old Soviet space wreckage, things get downright deadly. It seems that the Russians experimented with tardigrades, tiny resilient animals able to withstand the extremes of space radiation. The creatures survived, but not without mutation. Now the crew is exposed to aggressively mutating organisms. And after being locked in ice for 3 decades, the creatures aren't about to give up the warmth of human companionship.",82,Science Fiction|Horror,Dark Dunes Productions|Studio ADI,8/7/2015,0,0,
tt4437640,0.32705,0,0,Batman Unlimited: Animal Instincts,Chris Diamantopoulos|Roger Craig Smith|Dana Snyder|Will Friedle|Charlie Schlatter,,Butch Lukic,"Hi-Tech, High Stakes, High Danger!",super powers,"Gotham City is under siege by a series of bizarre crimes and only the world's greatest detective, Batman, can unravel the mystery! The trail leads to none other than the Penguin and his Animilitia, an animal-inspired squad of villains including Silverback, Cheetah, Killer Croc and the monstrous Man-Bat.",78,Action|Animation|Family,Warner Bros. Animation,5/12/2015,0,0,
tt3343784,0.324666,0,0,Entertainment,Gregg Turkington|Tye Sheridan|John C. Reilly|Lotte Verbeek|Dean Stockwell,,Rick Alverson,,,"Set in the Mojave Desert, the film follows a broken-down comedian playing clubs across the Southwest, working his way to Los Angeles to meet his estranged daughter.",113,Drama|Comedy,The Made Bed Productions|Nomadic Independence Pictures|Jagjaguwar,8/11/2015,0,0,
tt3529656,0.324515,0,0,Meadowland,Olivia Wilde|Luke Wilson|Elisabeth Moss|Kevin Corrigan|Juno Temple,,Reed Morano,What if you had nothing to lose but your mind?,disappearance|woman director,"In the hazy aftermath of an unimaginable loss, Sarah and Phil come unhinged, recklessly ignoring the repercussions.  Phil starts to lose sight of his morals as Sarah puts herself in increasingly dangerous situations, falling deeper into her own fever dream.",105,Drama,Bron Studios,10/16/2015,0,0,
tt0420293,0.324,0,643557,The Stanford Prison Experiment,Billy Crudup|Ezra Miller|Michael Angarano|Tye Sheridan|Olivia Thirlby,http://www.stanfordprisonexperimentfilm.com/,Kyle Patrick Alvarez,They were given 2 weeks. It lasted 6 days.,,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,122,Thriller|Drama,Abandon Pictures|Sandbar Pictures|Coup d'Etat Films,7/17/2015,0,592072.1795,
tt1254322,0.390188,0,0,The Girl King,Malin Buska|Sarah Gadon|Michael Nyqvist|Lucas Bryant|Laura Birn,,Mika KaurismÃ¤ki,,gay|sweden|queen|banquet|based on true story,"A portrait of the brilliant, extravagant Kristina of Sweden, queen from age six, who fights the conservative forces that are against her ideas to modernize Sweden and who have no tolerance for her awakening sexuality.",106,Drama|History|Romance,Starhaus Filmproduktion|Anagram Produktion|Galafilm Productions|Triptych Media|Marianna Films,12/11/2015,0,0,
tt3704352,0.322653,0,0,Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,,Dee Rees,Survival began with a song.,blues music|woman director,"The story of legendary blues performer, Bessie Smith, who rose to fame during the 1920s and '30s.",107,Drama|Music|TV Movie,The Zanuck Company|Flavor Unit Entertainment|HBO Films,5/16/2015,0,0,
tt3280916,0.32264,0,0,The Atticus Institute,William Mapother|Rya Kihlstedt|Sharon Maughan|Anne Betancourt|John Rubinstein,,Chris Sparling,The only case of possession confirmed by the U.S. Government.,experiment|psychology|government|weapon|supernatural,"In the early 1970s, Dr. Henry West creates an institute to find people with supernatural abilities. When Judith Winstead comes to the facility, she exhibits amazing abilities that the military wants to turn into a weapon.",92,Horror,The Safran Company|Poznan Film Group,1/20/2015,0,0,
tt1891923,0.30035,0,0,The Hoarder,Mischa Barton|Robert Knepper|Emily Atack|Andrew Buckley|Valene Kane,,Matt Winn,Some things should never be locked away.,new york|detective|smoking|underground|hamster,"Ella discovers a terrifying secret when she becomes trapped in an underground storage facility. To survive she must join forces with a group of strangers, each with something to hide.",86,Thriller|Horror,Tall Man Films|Atlantic Picture Company|Sunny Day Media,5/21/2015,0,0,
tt3640682,0.318459,0,0,I Smile Back,Sarah Silverman|Josh Charles|Thomas Sadoski|Mia Barron|Terry Kinney,,Adam Salky,"Love desperately, live recklessly.",,"Laney is an attractive, intelligent suburban wife and devoted mother of two adorable children. She has the perfect husband who plays basketball with the kids in the driveway, a pristine house, and a shiny SUV for carting the children to their next activity. However, just beneath the faÃ§ade lie depression and disillusionment that send her careening into a secret world of reckless compulsion. Only very real danger will force her to face the painful root of her destructiveness and its crumbling effect on those she loves.",85,Drama,Egoli Tossell Film|Koppelman/Levien,10/23/2015,0,0,
tt3401748,0.315196,0,0,Oddball,Alan Tudyk|Sarah Snook|Coco Jack Gillies|Shane Jacobson|Deborah Mailman,,Stuart McDonald,Every underdog has his day.,,"The story of Allan ""Swampy"" Marsh and his Maremma dog Oddball. Swampy convinced local authorities to allow Oddball to protect a colony of Little Penguins on Middle Island from wild cats and dogs. Oddball succeeds in his campaign and becomes a front runner for Maremma dogs being used to protect other endangered Australian wildlife.",95,Family|Adventure,WTFN Entertainment|Kmunications,9/17/2015,0,0,
tt2545428,0.314199,0,2334228,Meru,Conrad Anker|Grace Chin|Jimmy Chin|Amee Hinkley,http://www.merufilm.com/,Jimmy Chin|Elizabeth Chai Vasarhelyi,,himalaya|climbing|india|mountaineering|woman director,"Meru is the electrifying story of three elite American climbersâ€”Conrad Anker, Jimmy Chin, and Renan Ozturkâ€”bent on achieving the impossible.",89,Adventure|Documentary,,1/25/2015,0,2147488.815,
tt4661600,0.422901,0,0,Sanjay's Super Team,,,Sanjay Patel,,,"Sanjay's Super Team follows the daydream of a young Indian boy, bored with his father's religious meditation, who imagines ""a kind of ancient, Hindu version of The Avengers, with the gods appearing like superheros.",7,Animation,Pixar Animation Studios,11/25/2015,0,0,
tt3062976,0.307395,0,3447633,Learning to Drive,Patricia Clarkson|Ben Kingsley|Jake Weber|Sarita Choudhury|Grace Gummer,,Isabel Coixet,It's never too late to begin a new adventure.,woman director,"As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",105,Romance|Comedy|Drama,Broad Green Pictures|Lavender Pictures,8/6/2015,0,3171820.964,
tt3703148,0.305916,0,0,Christmas Eve,Patrick Stewart|Cheryl Hines|Gary Cole|Jon Heder|James Roday,http://www.thestuckmovie.com/#menu,Mitch Davis,They'll be home for Christmas...if only in their dreams.,photographer|surgeon|orchestra|doctor|car accident,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",95,Romance|Comedy,Unstuck,12/4/2015,0,0,
tt1015471,0.302474,0,0,The Sisterhood of Night,Kara Hayward|Georgie Henley|Olivia DeJonge|Laura Fraser|Kal Penn,http://www.thesisterhoodofnight-movie.com/,Caryn Waechter,The Salem Witch Trials remixed.,witch|woman director,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",104,Mystery|Drama|Thriller,,4/10/2015,0,0,
tt3899796,0.301343,0,0,Sharknado 3: Oh Hell No!,Ian Ziering|Tara Reid|Cassie Scerbo|Frankie Muniz|Ryan Newman,http://www.theasylum.cc/product.php?id=272,Anthony C. Ferrante,,florida|nasa|tornado|sequel|space,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",88,TV Movie|Horror|Science Fiction,The Asylum,7/22/2015,0,0,
tt3957956,0.300128,0,0,12 Rounds 3: Lockdown,Jonathan Good|Roger R. Cross|Daniel Cudmore|Lochlyn Munro|Ty Olsson,,Stephen Reynolds,Twelve Rounds In the Clip. One Shot at Redemption.,cat and mouse|family|revenge drama,"Lockdown Follows a police officer who returns to duty after recovering from a gun shot wound to discover incriminating evidence of illegal activities against those closest to him. He quickly finds himself trapped inside his own precinct, hunted and in search of the truth, as the crooked cops stop at nothing to recover the evidence.",90,Action|Thriller,WWE Studios,9/11/2015,0,0,
tt4973112,0.198522,0,0,Hitting the Apex,Brad Pitt|Valentino Rossi|Jorge Lorenzo|Casey Stoner|Dani Pedrosa,http://hittingtheapexfilm.com/,Mark Neale,,fighter|motos,"'Hitting the Apex' is the inside story of six fighters â€“ six of the fastest motorcycle racers of all time â€“ and of the fates that awaited them at the peak of the sport. Itâ€™s the story of what is at stake for all of them: all that can be won, and all that can be lost, when you go chasing glory at over two hundred miles an hour â€“ on a motorcycle.",138,Documentary,First Movie Companie,9/2/2015,0,0,
tt3038734,0.299427,0,4444,Club Life,Jerry Ferrara|Jessica Szohr|Robert Davi|Jay R. Ferguson|Al Sapienza,,Fabrizio Conte,Tonight is everything.,new york|nightclub|party|manhattan new york city|promoter,"When Johnny D. is forced to take on his family's financial troubles, he turns to the Manhattan club scene to make some fast cash.  As he falls under the wing of a veteran nightlife promoter, Johnny quickly rises through the ranks - but soon finds that not everything behind the red rope is full of glitz and glamour.",90,Drama,Radar Pictures|2B Films,5/29/2015,0,4088.478201,
tt4262142,0.298861,0,0,Cleveland Abduction,Taryn Manning|Raymond Cruz|Katie Sarife|Samantha Droke|Pam Grier,,Alex Kalymnios,Based on a true story.,based on true story|kidnapping|true crime|woman director|abduction,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.",88,Drama|Crime,Lifetime Network|Sony Pictures Television|Woodridge Productions,5/2/2015,0,0,
tt4337690,0.298751,5000000,4842699,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,,Michael Polish,Hope lives,hospital|church,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",121,Drama,Emmett/Furla Films|Giving Films,9/11/2015,4599997.976,4455281.12,
tt4060576,0.298628,0,0,Lavalantula,Steve Guttenberg|Nia Peeples|Patrick Renna|Carlos Bernard|Michael Winslow,,Mike Mendez,Fire Burns... Lava Bites,monster|mutant|lava|volcano|los angeles,"Giant lava breathing tarantulas â€“ Lavalantulas â€“ erupt out of ancient volcanos in the Santa Monica Mountains, raining death and destruction upon Los Angeles. With the City of Angels on the verge of incineration, only a washed up â€˜90s action hero actor (Steve Guttenberg) stands in the way of this monstrous swarm of bloodthirsty creatures who burn their victims alive.",83,Horror|Science Fiction|TV Movie,Cinetel Films,8/8/2015,0,0,
tt4145304,0.295946,0,0,Unexpected,Cobie Smulders|Gail Bean|Anders Holm|Elizabeth McGovern|Robyn Coffin,,Kris Swanberg,No one is ever really prepared.,woman director,An inner-city high school teacher discovers she is pregnant at the same time as one of her most promising students and the two develop an unlikely friendship while struggling to navigate their unexpected pregnancies.,90,Drama|Comedy,,7/24/2015,0,0,
tt3878542,0.404363,3500000,0,Justice League: Throne of Atlantis,Sean Astin|Rosario Dawson|Nathan Fillion|Christopher Gorham|Matt Lanter,,Ethan Spaulding,Blood is thicker than water.,superhero team|super powers,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Masterâ€™s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesnâ€™t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",72,Science Fiction|Action|Animation|Adventure,DC Comics|Warner Bros. Feature Animation,1/27/2015,3219998.583,0,
tt4116030,0.26501,0,0,Lady Chatterley's Lover,Richard Madden|Holliday Grainger|James Norton|Howard Ward|Elizabeth Rider,http://www.bbc.co.uk/programmes/b06b4jpw,Jed Mercurio,Love Knows No Boundaries,,An early-20th-century tale of love across class boundaries which tells the legendary and romantic story of Lady Chatterleyâ€™s affair with her gamekeeper. Jed Mercurioâ€™s adaptation of DH Lawrenceâ€™s classic.,89,Romance|Drama,Hartswood Films|Serena Cullen Productions,9/6/2015,0,0,
tt1943014,0.292437,0,0,The Wicked Within,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,https://www.facebook.com/The-Wicked-Within-266290676718514/,Jay Alaimo,Every family has its demons. The truth will possess us all.,,"After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge.",91,Horror,After Dark Films|High Five Films,10/16/2015,0,0,
tt4180576,0.291244,0,0,Bridgend,Hannah Murray|Steven Waddington|Adrian Rawlins|Josh O'Connor|Patricia Potter,,Jeppe RÃ¸nde,,suicide|adolescence|based on true story|magic realism,"Over a 5-year period in Bridgend in Wales, 79 people, many of them teenagers, committed suicide without leaving any clue as to why. This is the starting point for this mysterious social drama.",95,Drama,Blenkov & SchÃ¸nnemann Pictures|Four Sons Pictures,1/22/2015,0,0,
tt2944198,0.290424,0,0,Backcountry,Missy Peregrym|Jeff Roop|Eric Balfour|Nicholas Campbell,http://backcountryfilm.com/,Adam MacDonald,Survive.,camping|based on true story|woods|gore|survival,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,92,Drama|Horror|Thriller,TÃ©lÃ©film Canada|Fella Films|Northern Ontario Heritage Fund,3/20/2015,0,0,
tt2016335,0.289526,700000,0,Walter,Andrew J. West|Justin Kirk|Virginia Madsen|William H. Macy|Milo Ventimiglia,,Anna Mastro,Heaven or hell. It's in his hands.,god|woman director,A ticket-taker at the local cinema believes he is the son of God. He has agreed to decide the eternal fate of everyone he comes in to contact with.,87,Drama|Comedy,,3/13/2015,643999.7166,0,
tt3836512,0.288598,500000,0,Ratter,Ashley Benson|Matt McGorry|Michael William Freeman|Rebecca Naomi Jones|Alex Cranmer,,Branden Kramer,Someone who hacks personal devices to stalk their victims' lives.,,"Emma is a young and beautiful graduate student just starting a new life in New York City. Like most people her age, she is always connected - her phone and laptop are constant companions, documenting her most intimate moments. What she doesn't realize is that she's sharing her life with an uninvited and dangerous guest. A hacker is following Emmaâ€™s every move. When the voyeuristic thrill of watching her digitally isn't enough, the situation escalates to a dangerous and terrifying level.",80,Drama|Thriller|Horror,Start Motion Pictures,1/24/2015,459999.7976,0,
tt4271918,0.309811,0,0,An Inspector Calls,David Thewlis|Miranda Richardson|Ken Stott|Sophie Rundle|Kyle Soller,http://www.dramarepublic.com/productions/an-inspector-calls/,Aisling Walsh,,woman director,A mysterious Inspector investigates the wealthy Birling family and their dinner guests following the suicide of a young woman.,86,Drama|Thriller|Mystery,BBC,9/13/2015,0,0,
tt2580382,0.286266,0,0,The Survivalist,Mia Goth|Martin McCann|Olwen FouÃ©rÃ©|Barry Ward|Andrew Simpson,,Stephen Fingleton,,male nudity|female nudity|sex|nudity|post-apocalyptic,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",104,Drama|Science Fiction|Thriller,"K5 International|British Film Institute (BFI)|Northern Ireland Screen|The Fyzz Facility|Fyzz Facility Film One, The",4/15/2015,0,0,
tt3602128,0.283194,2000000,0,Night Of The Living Deb,Maria Thayer|Chris Marquette|Ray Wise|Michael Cassidy|Syd Wilder,,Kyle Rankin,,,After a one night stand Deb wakes up in the middle of a zombie apocalypse.,85,Comedy|Horror,,8/29/2015,1839999.19,0,
tt2998406,0.282237,0,0,No Stranger Than Love,Alison Brie|Colin Hanks|Justin Chatwin|Dylan Everett|Jayne Eastwood,http://nostrangerthanlove.com,Nick Wernham,Looking for love in all the wrong places,,"Alison Brie portrays a high school art teacher in the small town. She is about to begin an affair with the married high school football coach, played by Colin Hanks, who disappears down a an inter-dimensional hole that opens up in her living room floor.",89,Romance|Comedy,Wernham Entertainment|Pangaea Pictures,4/30/2015,0,0,
tt3745906,0.280878,0,0,The Hive,Kathryn Prescott|Gabriel Basso|Sean Gunn|Jacob Zachar|Aurelia Scheppers,,David Yarovesky,,,An amnesiac must reach back into his mind for memories that will help him save the love of his life before a virus completely takes over.,89,Horror|Science Fiction|Thriller,Midnight Road Entertainment,9/14/2015,0,0,
tt3118874,0.278583,0,0,Back in Time,Lea Thompson|Michael J. Fox|Christopher Lloyd|Robert Zemeckis|Dan Harmon,http://backintimefilm.com,Jason Aron,A Back to the Future documentary,interview|filmmaking|retrospective|moviemaking,"Cast, crew, and fans explore the classic Back to the Future time-travel trilogy's resonance throughout our culture 30 years after Marty went back in time.",95,History|Documentary|Family,Malka Media Group,10/20/2015,0,0,
tt2885628,0.277844,0,0,Nina Forever,Abigail Hardingham|Cian Barry|Fiona O'Shaughnessy|David Troughton|Elizabeth Elvin,http://ninaforever.com/,Ben Blaine|Chris Blaine,A fucked up fairy tale,sex|suicide attempt|nudity|love|car accident,"Holly loves Rob and tries to help him through his grief â€“ even if it means contending with his dead girlfriend Nina, who comes back, bloody and broken, every time they make love",98,Horror|Comedy|Romance,Charlie Productions|Casualties Bureau|Jeva Films,3/14/2015,0,0,
tt3698558,0.277613,0,0,Some Kind Of Hate,Grace Phipps|Sierra McCormick|Lexi Atkins|Spencer Breslin|Noah Segan,,Adam Egypt Mortimer,,suicide|bullying|revenge,"When a troubled teen is subjected to severe bullying, he accidentally conjures the vengeful ghost of Moira Karp. Once a teenage girl pushed to suicide, Moira is now an unstoppable force on a mission of gruesome retribution. But when she goes to far, he must prevent her from spiraling out of control in this passionate and vividly violent supernatural thriller.",82,Horror,Caliber Media Company|Revek Entertainment,5/2/2015,0,0,
tt3952108,0.277035,1000000,0,The Dead Room,Jed Brophy|Jeffrey Thomas|Laura Petersen,http://www.thedeadroommovie.com/,Jason Stutter,There is an intruder. It's you.,new zealand|haunting|farmhouse|spirit|psychic,"When a terrified family flees a desolate southern New Zealand farmhouse, two cynical scientists and a young psychic are sent to investigate their claims of a haunting. There they encounter a powerful spirit that will protect the house's secrets at all costs.",80,Horror|Thriller,Centron Pictures,10/1/2015,919999.5952,0,
